region,pop2020,pop2021,pop2022,pop2023,pop2024,pop2025,pop2026,pop2027,pop2028,pop2029,pop2030,pop2031,pop2032,pop2033,pop2034,pop2035,HDI,cluster,prop_III,p_rig,p_seek,p_receive,p_complete,cost_first_visit,cost_followup_visit,price_per_vial,price_per_vial_RIG,bite_inc_susp,bite_inc_non_susp
China,1412120000,1414167574,1416218117,1418271633,1420328127,1422387603,1424450065,1426515518,1428583965,1430655412,1432729862,1434807320,1436887791,1438971278,1441057787,1443147320,0.0708,china,0.425,0.405,0.85,0.99,0.91,102,2,82,1026,NA,0.005502807
