p_rabies_transmission,p_prevent_given_complete,p_prevent_given_complete_s,p_prevent_given_complete_n,p_prevent_given_imperfect,p_prevent_given_imperfect_s,p_prevent_given_imperfect_n
0.166011944,1,473,473,0.986069652,991,1005
