dogpop2020,dogpop2021,dogpop2022,dogpop2023,dogpop2024,dogpop2025,dogpop2026,dogpop2027,dogpop2028,dogpop2029,dogpop2030,dogpop2031,dogpop2032,dogpop2033,dogpop2034,dogpop2035,region
100000000,100123064.2,100268242.7,100413631.6,100559231.4,100705042.3,100851064.6,100997298.7,101143744.7,101290403.2,101437274.2,101584358.3,101731655.6,101879166.5,102026891.3,102174830.3,China
