"year","scenario","total_deaths_lci","total_deaths_uci","total_deaths","total_vials_lci","total_vials_uci","total_vials","total_cost_lci","total_cost_uci","total_cost","total_deaths_averted_lci","total_deaths_averted_uci","total_deaths_averted","total_YLL_lci","total_YLL_uci","total_YLL","total_YLL_averted_lci","total_YLL_averted_uci","total_YLL_averted","vaccinated_lci","vaccinated_uci","vaccinated","fully_vaccinated_lci","fully_vaccinated_uci","fully_vaccinated","RIG_lci","RIG_uci","RIG","cost_per_death_averted_lci","cost_per_death_averted_uci","cost_per_death_averted","cost_per_YLL_averted_lci","cost_per_YLL_averted_uci","cost_per_YLL_averted","deaths_averted_per_100k_vaccinated_lci","deaths_averted_per_100k_vaccinated_uci","deaths_averted_per_100k_vaccinated"
2024,"a3",76.0027522645702,355.955057476187,198.827838750586,21328880.0884174,29194329.4677203,25279509.8944161,7840285136.80425,8931394778.96018,8388323788.63978,393.623575432047,1852.23537129297,1037.32625033432,1407.72572990419,6593.01246558073,3682.69642994125,7290.71011933454,34307.1706262835,19213.3943757375,5583476.4629365,7642494.62505768,6617672.74722933,5080963.58127221,6954670.10880249,6022082.19997869,961055.886182945,1315464.38733805,1139066.92161685,4232877.34286775,22690192.7029064,8086485.6027082,228531.96558266,1225037.70315523,436587.290334937,5.15045930345128e-10,3.31735144508665e-09,1.56750913796489e-09
2024,"a4",71.3533369190257,334.10871065585,186.49805098717,21692791.3778841,29692440.2938711,25710826.4475884,7883511735.58269,8990562047.06217,8439557009.83993,398.277021107885,1874.25387886555,1049.65603809774,1321.60909049421,6188.3736386032,3454.32365446073,7376.90140866816,34714.998220949,19441.7671512181,5649164.42132399,7732406.32652894,6695527.72072615,5197231.26761807,7113813.82040663,6159885.50306806,972362.426020391,1330940.43895379,1152467.70892999,4206213.3761486,22573639.8802351,8040307.20876402,227092.384836285,1218745.04605659,434094.130651656,5.15075132228171e-10,3.31775416518376e-09,1.56769724789355e-09
2024,"a5",212.588515742243,407.654783890711,305.502896746298,10752838.596864,14511905.5604478,12607771.1066908,4281084204.31469,4802548905.39952,4538403862.66075,1112.70459917178,2142.94531877043,1593.10605453459,3937.57218752729,7550.59667054983,5658.53571740335,20609.5548827518,39691.7108015989,29507.5680368479,2814879.21383874,3798928.15718529,3300463.64049497,2561540.08459325,3457024.62303861,3003421.91285042,484511.084681993,653890.509055518,568092.304120196,1997757.09012074,4316104.1205134,2848776.9848986,107858.394557844,233025.358030357,153804.741108904,2.9289961618969e-09,7.6129210384414e-09,4.82691593686417e-09
2024,"a6",199.271314708697,382.598283588512,286.565385691991,10936302.4891542,14759506.2897514,12822883.678083,4302876658.38771,4831959747.25205,4563955652.57471,1125.98274532659,2168.39466767745,1612.0435655889,3690.91050769799,7086.4992645247,5307.77445182849,20855.4931867027,40163.0845637097,29858.3293024227,2847995.4398839,3843621.42962276,3339292.62450079,2620155.80469319,3536131.71525294,3072149.21454073,490211.215090016,661583.338573818,574775.742992199,1984360.46838119,4291326.6364935,2831161.48347235,107135.114375047,231687.628002625,152853.684690402,2.9294839930089e-09,7.61375751277836e-09,4.82750015305978e-09
2024,"a7",76.0027522645702,355.955057476187,198.827838750586,10674619.0495928,14609306.2141416,12651725.5162965,6362306398.53946,6908133457.75408,6636574253.47803,393.623575432047,1852.23537129297,1037.32625033432,1407.72572990419,6593.01246558073,3682.69642994125,7290.71011933454,34307.1706262835,19213.3943757375,2794402.89256356,3824425.71050827,3311970.03044412,2542906.63223284,3480227.39656253,3013892.72770415,480986.597882502,658279.275421236,570072.841490195,3434934.07865232,17550100.8804455,6397769.50726843,185451.212746327,947525.459753791,345413.940071861,1.02923577349273e-09,6.6283762310085e-09,3.13205204394685e-09
2024,"a8",71.3533369190257,334.10871065585,186.49805098717,10856748.3675316,14858568.7839794,12867588.0335749,6383940327.41226,6937741698.57742,6662215124.46988,398.277021107885,1874.25387886555,1049.65603809774,1321.60909049421,6188.3736386032,3454.32365446073,7376.90140866816,34714.998220949,19441.7671512181,2827278.22071137,3869418.95416131,3350934.38374346,2601095.96305446,3559865.4378284,3082859.63304399,486645.263739944,666023.737485015,576779.580801844,3406123.57770673,17419387.3381867,6347045.96807124,183895.741165841,940468.269024889,342675.389158361,1.02929412872071e-09,6.62918090315844e-09,3.13242790783962e-09
2025,"a1",212.896769446528,408.245884010889,305.945876458833,21503284.0235304,29024076.8338898,25215216.8338512,5605730584.85379,6618194709.15274,6105438381.22883,1114.31802270631,2146.05259307584,1595.41606098491,3826.74008786439,7338.06761892875,5499.26310862074,20029.4511711275,38574.4955639232,28677.0091122829,5629131.94333258,7597925.87274602,6600842.10310241,5122510.06843264,6914112.54419888,6006766.31382319,968914.33574612,1307792.99084641,1136169.9469965,2612112.39786968,5939233.30170981,3826862.8043394,145322.20066402,330423.167994382,212903.596652057,1.46660817882338e-09,3.81240414095771e-09,2.41698867517989e-09
2025,"a2",186.228885968291,358.34504685554,268.011392021873,22239706.9318817,30018064.3127714,26078762.2948688,5690506251.62326,6732620741.1611,6204848165.21751,1140.91718856087,2197.03064229497,1633.35054542187,3347.39482100117,6441.1186682387,4817.40488839141,20507.561264315,39490.8070000014,29358.8673325122,5761582.10670511,7776700.59916358,6756156.03494011,5358271.35923575,7232331.55722213,6283225.1124943,991712.320116617,1338564.59063103,1162903.35751407,2590089.61553631,5901059.96181326,3798846.59946949,144096.985701585,328299.433286417,211344.943758992,1.46709671281878e-09,3.81324192141278e-09,2.41757374603968e-09
2025,"a3",19.2678367366949,248.515194614496,116.275201466859,21355043.4232746,29232078.40775,25306201.6205782,7618960849.33189,8679383005.44338,8150873644.30868,101.47478251887,1289.05961752252,606.506438704286,346.332184553208,4466.96800588875,2090.00341261399,1823.97139788358,23170.3662147844,10901.7272012693,5590325.50347501,7652376.5465314,6624660.110099,5087196.20816226,6963662.65734357,6028440.70019009,962234.777285637,1317165.31307172,1140269.62145079,5910479.81471562,85532412.9798392,13439055.4232563,328823.497164686,4758508.28336144,747668.098258751,1.32605579327988e-10,2.30587577900647e-09,9.15528387305025e-10
2025,"a4",16.8515012699245,218.01919557067,101.855893918616,22086389.5361998,30233189.315955,26172863.0373347,7703152084.63892,8794629073.68871,8250642131.45881,103.891196675052,1319.68970912368,620.925746252529,302.899455064369,3918.8137884064,1830.8217332604,1867.40554178526,23720.9306960109,11160.9088806228,5721862.57414501,7832432.46527332,6780534.46563074,5321332.19395486,7284162.19270418,6305897.05303659,984875.595574711,1348157.43808517,1167099.49489669,5837093.39504821,84652303.1320575,13287647.0032913,324740.718792048,4709544.27246742,739244.645728025,1.32642314039316e-10,2.30639882035418e-09,9.15747496602053e-10
2025,"a5",212.896769446528,408.245884010889,305.945876458833,10768430.2145147,14532947.8257795,12626052.3767677,4160583160.20308,4667370027.33326,4410659959.71192,1114.31802270631,2146.05259307584,1595.41606098491,3826.74008786439,7338.06761892875,5499.26310862074,20029.4511711275,38574.4955639232,28677.0091122829,2818960.78913998,3804436.60360721,3305249.31328997,2565254.31811738,3462037.30928256,3007776.87509387,485213.625830719,654838.65039589,568916.038050035,1938714.44419724,4188543.96341699,2764582.89945323,107858.394500803,233025.357882061,153804.741018921,2.92899616634368e-09,7.61292104999647e-09,4.82691594419204e-09
