"region","scenario","total_deaths_lci","total_deaths_uci","total_deaths","total_vials_lci","total_vials_uci","total_vials","total_cost_lci","total_cost_uci","total_cost","total_deaths_averted_lci","total_deaths_averted_uci","total_deaths_averted","total_YLL_lci","total_YLL_uci","total_YLL","total_YLL_averted_lci","total_YLL_averted_uci","total_YLL_averted","vaccinated_lci","vaccinated_uci","vaccinated","fully_vaccinated_lci","fully_vaccinated_uci","fully_vaccinated","RIG_lci","RIG_uci","RIG","cost_per_death_averted_lci","cost_per_death_averted_uci","cost_per_death_averted","cost_per_YLL_averted_lci","cost_per_YLL_averted_uci","cost_per_YLL_averted","deaths_averted_per_100k_vaccinated_lci","deaths_averted_per_100k_vaccinated_uci","deaths_averted_per_100k_vaccinated"
"Shandong","a1",85.3123183415295,163.626987705838,123.134035135302,22974211.1000912,31334787.0096399,27143274.5262292,4767360112.9617,5749182140.55626,5256952977.19812,1052.76937169137,2026.058605005,1525.90004056342,1346.30590184244,2582.18254446184,1943.16695927406,16613.6572764673,31973.0457502883,24080.0891379845,6639945.40465063,9056296.82359535,7844877.03070208,4847160.14539496,6611096.68122461,5726760.23241252,1290765.54699165,1760489.76472599,1524997.0255063,2353021.82334945,5461008.17059262,3445148.98581237,149105.598202784,346051.567387259,218311.19258216,0.00000000116247224687742,0.00000000305131816834811,0.00000000194509108886167
"Shandong","a2",84.2629196418616,162.448826339046,121.901982940381,23839696.9834299,32515233.0191305,28165817.6215155,4821762317.25471,5823381923.82414,5321227391.65023,1053.42947939348,2028.32025512801,1527.13209275834,1330.59547630742,2564.8055618875,1924.7885884471,16623.5040217474,32006.7825065823,24098.4675088115,6639945.40465063,9056296.82359535,7844877.03070208,5279903.08706432,7201319.68596989,6238031.78005568,1290765.54699165,1760489.76472599,1524997.0255063,2377219.42827535,5528022.55655213,3484457.83890175,150648.142038741,350310.134145353,220811.858252171,0.00000000116320114050245,0.00000000305472429593678,0.00000000194666160703563
"Shandong","a3",3.1652311244745,42.0163728817415,14.3708500632493,22931032.4614157,31541279.7411036,27099787.229268,6314374505.04156,7325509599.31861,6803947928.08043,39.3094087002794,519.005600078203,178.083285191541,58.2987053284193,726.887788228321,257.784170945652,724.012200081695,8978.06732733783,3194.40059877722,6627466.0293109,9115976.80378716,7832308.44776532,4838050.20139696,6654663.06676463,5717585.16686868,1288339.63130186,1772091.1947954,1522553.76839489,12166293.5892987,186355120.6067,38206549.9339948,703311.110823881,10117936.6846194,2129960.76030192,0.0000000000431214444116933,0.000000000783113180486822,0.000000000227370112373895
"Shandong","a4",3.16257388409592,41.8036887477871,14.3252648029019,23794824.0193755,32729448.2767296,28120597.3117043,6368670497.58853,7400195028.27098,6868113874.49595,39.3142999844801,519.205625598759,178.128870451888,58.250096300681,723.380105505387,256.992720823494,724.101473365107,8981.35607771461,3195.19204889938,6627466.0293109,9115976.80378716,7832308.44776532,5269945.98037686,7248747.33457764,6227990.20808684,1288339.63130186,1772091.1947954,1522553.76839489,12266181.6120425,188231636.610402,38556994.4786183,709098.987110764,10219831.4745586,2149515.1995204,0.0000000000431268100289014,0.000000000783414993456774,0.000000000227428313938161
"Shandong","a5",85.3123183415295,163.626987705838,123.134035135302,11502830.2965843,15681576.3063686,13587727.0009595,3420221532.83753,3910951468.73137,3665060827.61355,1052.76937169137,2026.058605005,1525.90004056342,1346.30590184244,2582.18254446184,1943.16695927406,16613.6572764673,31973.0457502883,24080.0891379845,3324517.42675848,4532247.48738976,3927088.728601,2426897.72153369,3308540.66579452,2866774.77187873,646266.240657287,881041.718063645,763402.486307664,1688115.79506561,3714917.6010393,2401900.99625417,106972.027611936,235405.811234056,152202.959325105,0.00000000232284175703232,0.0000000060942938325352,0.00000000388557566690633
"Shandong","a6",84.2629196418616,162.448826339046,121.901982940381,11936165.6218642,16272333.6064786,14099604.6821878,3447459870.68579,3948084944.79017,3697236134.82922,1053.42947939348,2028.32025512801,1527.13209275834,1330.59547630742,2564.8055618875,1924.7885884471,16623.5040217474,32006.7825065823,24098.4675088115,3324517.42675848,4532247.48738976,3927088.728601,2643565.3841736,3603919.31584955,3122713.61249291,646266.240657287,881041.718063645,763402.486307664,1699662.49756167,3747839.81464359,2421032.3077889,107710.291403918,237500.164804313,153422.043682958,0.0000000023242982258239,0.00000000610109677513614,0.00000000388871298383515
"Shandong","a7",3.1652311244745,42.0163728817415,14.3708500632493,3884453.7364071,13005950.8244157,7044670.54863687,4106300303.22046,5188414057.7769,4498295160.18664,39.3094087002794,519.005600078203,178.083285191541,58.2987053284193,726.887788228321,257.784170945652,724.012200081695,8978.06732733783,3194.40059877722,1122674.49029107,3758945.32497562,2036031.95047308,819552.377912481,2744030.08723221,1486303.32384535,218241.184865642,730716.417503312,395792.394980264,7911861.26431338,131989114.802941,25259502.3466038,457370.183749564,7166197.00219342,1408181.29132224,0.000000000104575633061474,0.0000000046229392808564,0.00000000087465859831012
"Shandong","a8",3.16257388409592,41.8036887477871,14.3252648029019,3985399.24582668,13428723.1009287,7229476.39952979,4112838606.32768,5215837638.14062,4510530213.33281,39.3142999844801,519.205625598759,178.128870451888,58.250096300681,723.380105505387,256.992720823494,724.101473365107,8981.35607771461,3195.19204889938,1122674.49029107,3758945.32497562,2036031.95047308,870025.13262227,2955416.2254887,1578706.24929181,218241.184865642,730716.417503312,395792.394980264,7921406.09336554,132670240.604555,25321724.6698429,457930.692285193,7203186.058856,1411661.69178673,0.000000000104588645446007,0.00000000462472096844516,0.00000000087488249096729
"Tianjin","a1",22.3031797165665,43.2975495710919,32.0347140652884,2740674.08745697,3763764.87696761,3248221.24286141,584923600.813044,719071206.176014,651473154.580933,103.81611676964,200.294100025541,148.372997321494,351.964442492959,683.274676066981,505.536897415376,1638.31265877615,3160.82290265341,2341.46072205476,702736.945501786,965067.917171181,832877.241759335,667600.098226697,916814.521312622,791233.379671368,90310.1303403256,124022.808171503,107034.720092976,2920323.66773887,6926392.82368436,4390779.76681514,185054.214939413,438909.6320071,278233.646391997,0.00000000107573897051668,0.00000000285020022510019,0.00000000178145097359218
"Tianjin","a2",14.9897307324196,29.2149731058894,21.6255096173103,2967316.77123971,4075013.03914374,3516836.0275867,611705536.072619,755850810.043792,683214853.250407,111.080097582635,214.37054400681,158.782201769472,239.076667702294,465.914031354483,344.876329087183,1750.42555113908,3378.08896905763,2502.12129038295,751824.328831251,1032479.56969986,891055.14843472,731834.056788604,1005026.94987201,867362.865358632,96618.4481467617,132686.014461269,114511.279235643,2853496.21566098,6804556.59018031,4302842.7974713,181080.350954541,431809.74452294,273054.250358039,0.00000000107585758442587,0.00000000285133821540546,0.00000000178195706571471
"Tianjin","a3",0.799920325975793,10.3905584910851,3.60657144486351,2754941.15604531,3761462.67522518,3243289.66037515,755972447.611276,887949927.474659,820008591.939912,3.7048305098547,47.9384435224882,16.7073386963084,14.7297656656365,180.691670152211,64.7930855628716,68.2243860702442,833.968437060255,300.155640614514,706395.168216747,964477.609032098,831612.733429526,671075.409805909,916253.728580493,790032.09675805,90780.2558578706,123946.946491933,106872.215598495,15769649.4100115,239673562.694096,49080742.7110518,906476.089522146,13015139.873306,2731944.63466052,0.0000000000384128203201387,0.000000000678634929560829,0.000000000200902872511442
"Tianjin","a4",0.700369774139783,7.95036530203372,2.94568580443109,2982756.80804995,4072509.10702511,3511483.07886664,782893096.200724,924705898.228582,851700776.375983,3.80388644237895,50.3719630938469,17.3682243367408,12.9036678008105,139.367314714729,53.1380060306046,70.0413225782651,875.177074309296,311.810720146781,755736.543469593,1031845.45882401,889699.237612471,735641.86055538,1004409.09468855,866042.301820849,97121.2146743644,132604.523604391,114337.028424054,15542239.1369209,243095032.47165,49037872.8339138,894553.935634792,13202290.6505699,2731467.26955076,0.0000000000368648852388636,0.000000000666528084808348,0.000000000195214557937004
"Tianjin","a5",22.3031797165665,43.2975495710919,32.0347140652884,1372327.3632755,1883892.65380156,1625863.09419372,405506057.192438,472582468.606077,438749647.619677,103.81611676964,200.294100025541,148.372997321494,351.964442492959,683.274676066981,505.536897415376,1638.31265877615,3160.82290265341,2341.46072205476,351878.811096281,483049.398410657,416887.972870185,334284.870541467,458896.928490124,396043.574226676,45220.6497716053,62077.6442885503,53575.1071694933,2024553.18025208,4552110.82162416,2957072.07874891,128291.293021203,288456.82542617,187382.87748626,0.00000000214918219774663,0.00000000569213302163672,0.00000000355906159393319
"Tianjin","a6",14.9897307324196,29.2149731058894,21.6255096173103,1485813.29655777,2039682.97158073,1760315.40897852,418916474.274157,490991914.413888,454637622.161679,111.080097582635,214.37054400681,158.782201769472,239.076667702294,465.914031354483,344.876329087183,1750.42555113908,3378.08896905763,2502.12129038295,376458.150771198,516791.229032362,446008.314216401,366448.497507689,503050.256758003,434149.390272857,48379.3898719082,66413.8744254069,57317.4204765781,1954169.94538601,4420160.99282436,2863278.23329812,124009.89971292,280498.598808946,181700.872739105,0.00000000214941917243103,0.00000000569440570134181,0.00000000356007268717488
"Tianjin","a7",0.799920325975793,10.3905584910851,3.60657144486351,464637.163940661,1530206.94176697,835908.26674241,459486196.860144,600964957.326443,510995576.131205,3.7048305098547,47.9384435224882,16.7073386963084,14.7297656656365,180.691670152211,64.7930855628716,68.2243860702442,833.968437060255,300.155640614514,119137.734343759,392360.754299224,214335.453010874,113180.847626571,372742.716584263,203618.680360331,15310.6285159852,50423.0652565019,27544.6777373335,9584921.05912026,162211187.725835,30585097.0893475,550963.53343999,8808653.20953839,1702435.36015193,0.0000000000944240847041828,0.00000000402378337867051,0.000000000779494874114957
"Tianjin","a8",0.700369774139783,7.95036530203372,2.94568580443109,495468.029196724,1652606.85198266,896230.975508682,463269873.741924,615812580.157367,518482229.74206,3.80388644237895,50.3719630938469,17.3682243367408,12.9036678008105,139.367314714729,53.1380060306046,70.0413225782651,875.177074309296,311.810720146781,125739.178456595,418796.982187453,227252.228428696,121994.836141767,407506.443803876,220863.259325645,16158.993301814,53820.437774874,29204.6383798286,9196978.74150381,161890369.09636,29852345.276613,529344.160560358,8792132.37969985,1662810.78950073,0.0000000000908288885586176,0.00000000400606745742618,0.000000000764270804155847
