"year","region","variable","scenario","total_deaths_lci","total_deaths_uci","total_deaths","total_vials_lci","total_vials_uci","total_vials","total_cost_lci","total_cost_uci","total_cost","total_deaths_averted_lci","total_deaths_averted_uci","total_deaths_averted","total_YLL_lci","total_YLL_uci","total_YLL","total_YLL_averted_lci","total_YLL_averted_uci","total_YLL_averted","vaccinated_lci","vaccinated_uci","vaccinated","fully_vaccinated_lci","fully_vaccinated_uci","fully_vaccinated","RIG_lci","RIG_uci","RIG","cost_per_death_averted_lci","cost_per_death_averted_uci","cost_per_death_averted","cost_per_YLL_averted_lci","cost_per_YLL_averted_uci","cost_per_YLL_averted","deaths_averted_per_100k_vaccinated_lci","deaths_averted_per_100k_vaccinated_uci","deaths_averted_per_100k_vaccinated"
2023,"China","suspect_bite_incidence","a7",165.613162226473,645.517714780212,341.775846271177,12563637.0536312,12620959.430533,12584678.8512329,4666182549.53949,4674376585.73635,4669190401.97888,856.010270135765,3336.48024597257,1766.53743159543,3160.91205785326,12320.4261109175,6523.17351494226,16337.9114808415,63680.4496605287,33716.3386841396,3288910.22346366,3303916.08129135,3294418.54744316,2992908.30335193,3006563.63397513,2997920.87817327,566103.672213682,568686.555492274,567051.792478653,1398534.4451453,5460654.79447459,2643131.31353347,73274.9623222549,286106.127531522,138484.502891036,0.00000000259089592191212,0.000000010144637643708,0.00000000536221310727643
2023,"Guangxi","non_suspect_bite_incidence","a2",7.82239530256775,12.8624418972637,10.3733707420998,1628740.84567673,2210141.94059357,1921281.14840822,318723590.458836,396080932.355021,357647046.941233,43.31156034842,71.2175692753616,57.4354249663099,149.29914567641,245.494060616389,197.987359328642,826.649473443095,1359.2668023913,1096.21919467772,440200.228561278,597335.659619882,519265.175245465,374170.194277086,507735.3106769,441375.398958645,47479.5564523909,64428.0269109409,56007.4225368006,4475350.58696678,9144924.10729945,6226941.77245176,234481.994188425,479140.125385063,326255.048878595,0.000000000725079101689351,0.00000000161784489544961,0.00000000110609044673869
2023,"Guangxi","non_suspect_bite_incidence","a3",12.2265514926041,12.2268418423008,12.2266915707265,1595880.97853225,2184303.17963216,1888433.8887909,314855488.05718,393332847.134555,353873016.193582,62.8223146472736,62.8226049969703,62.8224649188479,233.35738246509,233.36292411314,233.360056012411,1199.03399706401,1199.03953871206,1199.03686516474,433663.309383763,593560.646639173,513161.382823613,364277.179882361,498590.943176905,431055.561571835,46774.4908868233,64020.8577858545,55349.0735899721,5011818.40632627,6261037.17035878,5632905.62779897,262589.746119115,328041.446779392,295131.055995482,0.00000000105839757071131,0.00000000144864930091138,0.00000000122422432828391
2023,"Guangxi","non_suspect_bite_incidence","a7",12.2265514926041,12.2268418423008,12.2266915707265,798640.457644117,1092851.55819407,944916.912773441,208562561.70191,247801241.240598,228071325.770111,62.8223146472736,62.8226049969703,62.8224649188479,233.35738246509,233.36292411314,233.360056012411,1199.03399706401,1199.03953871206,1199.03686516474,217021.863490249,296970.532117954,256770.900210174,182298.365331809,249455.246979081,215687.556176546,23407.7611741948,32030.9446237104,27695.0525257692,3319864.90709783,3944478.05102246,3630410.33274843,173941.354699559,206667.402131525,190212.104728553,0.0000000021154393400326,0.0000000028947592646486,0.00000000244663491335763
2023,"Guangxi","p_prevent","a2",7.74887826390449,12.9506735096737,10.3915673482519,1917872.1800909,1918526.06832587,1918203.76499477,357193472.412492,357280474.408527,357237590.882513,42.8072295983352,71.9579317993329,57.5628651522011,147.895990934092,247.178059423014,198.334661868036,817.023758145725,1373.39744755104,1098.65153287369,518343.832456999,518520.559006991,518433.449998586,440592.257588449,440742.475155942,440668.432498798,55908.0474249795,55927.108973935,55917.7134833974,4963920.77260624,8346264.81930569,6206042.55778351,260080.192408555,437295.085787214,325160.05320459,0.000000000825564750611134,0.00000000138822779964884,0.00000000111032313120147
2023,"Guangxi","p_prevent","a3",12.0645571620681,12.3930911366416,12.2252003277988,1885783.30909709,1885783.30909709,1885783.30909709,353519510.676616,353519510.676616,353519510.676616,62.6560653529328,62.9845993275063,62.8239561617756,230.265539849375,236.535977462442,233.331593976617,1195.86094371471,1202.13138132778,1199.06532720053,512441.11660247,512441.11660247,512441.11660247,430450.537946074,430450.537946074,430450.537946074,55271.3863956258,55271.3863956258,55271.3863956258,5612792.88034191,5642223.2817412,5627144.99810042,294077.266568108,295619.246146192,294829.232950952,0.00000000122269785391828,0.00000000122910900954045,0.00000000122597414856763
2023,"Guangxi","p_prevent","a7",12.0645571620681,12.3930911366416,12.2252003277988,943591.622926537,943591.622926537,943591.622926537,227894573.011628,227894573.011628,227894573.011628,62.6560653529328,62.9845993275063,62.8239561617756,230.265539849375,236.535977462442,233.331593976617,1195.86094371471,1202.13138132778,1199.06532720053,256410.767099602,256410.767099602,256410.767099602,215385.044363666,215385.044363666,215385.044363666,27656.208928596,27656.208928596,27656.208928596,3618258.67664292,3637230.83675826,3627510.69711028,189575.429567369,190569.458940366,190060.180910822,0.00000000244358168191097,0.00000000245639448140023,0.0000000024501294104148
2023,"Guangxi","p_transmission","a2",7.0559817956194,13.8163101308866,10.3321034023531,1917887.12474148,1918533.92261931,1918197.348584,357195460.847765,357281519.448292,357236737.157803,39.0673514507881,76.4989009563513,57.2069374154645,134.671288428555,263.699700559058,197.199726087134,745.644009262494,1460.06691252467,1091.85825473293,518347.871551751,518522.681789004,518431.715833514,440595.690818989,440744.279520653,440666.958458487,55908.4830777003,55927.3379350802,55917.526438087,4669288.79215628,9145271.08136183,6244640.13102776,244643.21311831,479158.304780955,327182.338558391,0.000000000753435728520076,0.00000000147582164709851,0.00000000110346137530358
2023,"Guangxi","p_transmission","a3",9.72198395585738,14.9641684502088,12.2522805702974,1885783.30909709,1885783.30909709,1885783.30909709,353519510.676616,353519510.676616,353519510.676616,49.9529806939854,76.8882109900559,62.9539450233186,185.554915437834,285.607857818268,233.848450631561,953.408393865508,1467.49732906425,1201.54630971614,512441.11660247,512441.11660247,512441.11660247,430450.537946074,430450.537946074,430450.537946074,55271.3863956258,55271.3863956258,55271.3863956258,4597837.64148625,7077045.36876978,5615525.93003774,240899.593937959,370795.467033076,294220.462264275,0.000000000974804305813283,0.00000000150043016649077,0.00000000122851080804579
2023,"Guangxi","p_transmission","a7",9.72198395585738,14.9641684502088,12.2522805702974,943591.622926537,943591.622926537,943591.622926537,227894573.011628,227894573.011628,227894573.011628,49.9529806939854,76.8882109900559,62.9539450233186,185.554915437834,285.607857818268,233.848450631561,953.408393865508,1467.49732906425,1201.54630971614,256410.767099602,256410.767099602,256410.767099602,215385.044363666,215385.044363666,215385.044363666,27656.208928596,27656.208928596,27656.208928596,2963972.89099498,4562181.67255568,3620020.52337171,155294.710592043,239031.431313133,189667.739952085,0.00000000194816236693295,0.00000000299863425626697,0.000000002455198965918
2023,"Guangxi","suspect_bite_incidence","a2",7.73568059862971,13.0011408167165,10.3014534091266,1917873.81697068,1918526.96288115,1918192.08077632,357193690.204771,357280593.432071,357236036.258539,42.8307571644803,71.9855596086988,57.0372302037397,147.64409876114,248.141284309336,196.614736755004,817.472808006982,1373.92475513084,1088.61920317064,518344.274856941,518520.800778689,518430.292101709,440592.6336284,440742.680661885,440665.748286453,55908.0951417948,55927.1350511886,55917.3728757982,4962018.66244306,8341682.8719611,6263207.99559296,259980.533046554,437055.018751179,328155.185227375,0.000000000826018109594817,0.00000000138875961596308,0.00000000110019092388509
2023,"Guangxi","suspect_bite_incidence","a3",5.91558122905897,23.0574191031951,12.2079827595738,1885060.70190176,1887023.40340987,1885781.16692988,353423137.181133,353684900.980538,353519224.977631,30.3952725583016,118.471973318144,62.7263343692379,112.905470705117,440.076580185094,233.002977468859,580.127703858999,2261.16984872795,1197.20210632489,512244.755951566,512778.098752683,512440.534491815,430285.594999315,430733.602952254,430450.048973124,55250.2071321799,55307.7329533657,55271.3236097526,2983179.28943457,11636181.2614817,5635898.04079167,156301.012672691,609667.317433441,295287.840799785,0.0000000005927568402831,0.00000000231280012028754,0.00000000122407050471609
2023,"Guangxi","suspect_bite_incidence","a7",5.91558122905897,23.0574191031951,12.2079827595738,942869.015731211,944831.717239323,943589.480759327,227798199.516145,228059963.31555,227894287.312643,30.3952725583016,118.471973318144,62.7263343692379,112.905470705117,440.076580185094,233.002977468859,580.127703858999,2261.16984872795,1197.20210632489,256214.406448699,256747.749249816,256410.184988948,215220.101416907,215668.109369846,215384.555390716,27635.0296651502,27692.5554863359,27656.1461427229,1922802.44125264,7503139.27529701,3633151.68348824,100743.515417162,393120.276446891,190355.735350501,0.00000000118385741051724,0.00000000462393879252319,0.000000002446327721808
2023,"Guizhou","non_suspect_bite_incidence","a2",5.95928364326974,9.79890919765327,7.90267840800277,735383.111537043,997668.830863495,867355.069136764,194046295.66088,235287555.844456,214797291.385248,33.3463115623705,54.8316252869809,44.2205153008575,113.739580060793,187.023119541161,150.831438355324,636.451577189797,1046.52277144675,843.997893282312,186645.459780975,253215.439305456,220140.880491564,181046.095987546,245618.976126292,213536.654076817,37426.1475952812,50774.75988953,44142.6493561685,3538948.45621062,7055879.49073098,4857412.67201114,185420.041450816,369686.4997701,254499.795668802,0.00000000131691462628962,0.00000000293774224946723,0.00000000200873709608661
2023,"Guizhou","non_suspect_bite_incidence","a3",9.32068001458143,9.32090859152206,9.3207902906693,720814.592193617,986398.691203539,852858.218247389,191960752.470104,233796241.729301,212760603.515824,48.367798021321,48.3680265982617,48.3679163221738,177.8955817847,177.899944430749,177.897686526927,923.153413183037,923.157775829086,923.155671086859,183881.27351878,251632.319184576,217565.872001885,176526.022578029,241567.026417193,208863.23712181,36871.8729659858,50457.3126428913,43626.308653818,3968753.03730095,4833716.87969424,4398796.13789121,207939.268341974,253258.275808319,230470.992249156,0.00000000192216159585774,0.00000000263039436657598,0.00000000222313894532846
2023,"Guizhou","non_suspect_bite_incidence","a7",9.32068001458143,9.32090859152206,9.3207902906693,360980.437332549,493772.48683751,427002.250359435,135313103.477846,156230848.107445,145713029.000706,48.367798021321,48.3680265982617,48.3679163221738,177.8955817847,177.899944430749,177.897686526927,923.153413183037,923.157775829086,923.155671086859,92086.8462583034,125962.369091202,108929.145499856,88403.3724079712,120923.874327554,104571.979679862,18465.254411715,25257.9742501677,21842.4722556311,2797573.37634919,3230059.14055828,3012596.78068673,146576.356740669,169236.061825044,157842.315835154,0.0000000038398609338874,0.00000000525243599532006,0.00000000444030990055254
2023,"Guizhou","p_prevent","a2",5.89930934730503,9.88899638471586,7.91694162966436,865696.15308873,866231.386243718,865967.568331815,214536446.881264,214620605.8277,214579123.648747,32.9568206531125,55.3489575895326,44.3182000152049,112.594903679233,188.742534061215,151.103667861287,629.017708438385,1056.39663588524,845.862315090927,219719.835809322,219855.681787746,219788.722926857,213128.240735043,213260.011334113,213195.061239051,44058.2214764853,44085.4613120788,44072.0347212933,3876070.23193218,6512175.67637038,4841783.36609177,203083.235589336,341199.624348451,253680.912153748,0.00000000149902064777793,0.00000000251906967733062,0.00000000201640008754924
2023,"Guizhou","p_prevent","a3",9.20142589906495,9.44135294559689,9.31954451516345,851661.880280334,851661.880280334,851661.880280334,212572153.287223,212572153.287223,212572153.287223,48.2473536672462,48.4872807137781,48.3691620976796,175.619483879093,180.198759367782,177.873909510868,920.854598246004,925.433873734693,923.179448102918,217260.683744983,217260.683744983,217260.683744983,208570.256395184,208570.256395184,208570.256395184,43565.112304544,43565.112304544,43565.112304544,4384080.73535908,4405882.12885823,4394786.76223379,229699.991885281,230842.256412814,230260.924594938,0.00000000222071259445534,0.00000000223175587400303,0.00000000222631915098152
2023,"Guizhou","p_prevent","a7",9.20142589906495,9.44135294559689,9.31954451516345,426404.081375908,426404.081375908,426404.081375908,145618803.886406,145618803.886406,145618803.886406,48.2473536672462,48.4872807137781,48.3691620976796,175.619483879093,180.198759367782,177.873909510868,920.854598246004,925.433873734693,923.179448102918,108776.551371405,108776.551371405,108776.551371405,104425.489316549,104425.489316549,104425.489316549,21811.8740809941,21811.8740809941,21811.8740809941,3003237.17360018,3018171.8336453,3010571.14845889,157351.927586943,158134.415752251,157736.184644973,0.00000000443545534942648,0.0000000044575122213816,0.00000000444665339063092
2023,"Guizhou","p_transmission","a2",5.37541443575341,10.5255887280946,7.87123996805079,865708.385871114,866237.81529082,865962.31624806,214538370.338486,214621616.717675,214578297.822037,30.0786208141701,58.8978126636644,44.0445988354562,102.595784522828,200.892609496472,150.231400637377,574.084051876817,1124.13049619313,840.64033118286,219722.940576425,219857.313525589,219787.389910675,213131.252359132,213261.594119821,213193.768213355,44058.8440443847,44085.7885081511,44071.7674248886,3642552.42488556,7135354.31174313,4871841.34934839,190848.278794161,373850.511986923,255255.77332235,0.00000000136809735058776,0.00000000268054908190974,0.00000000200396386950846
2023,"Guizhou","p_transmission","a3",7.41137292363834,11.4076539078054,9.34029758637412,851661.880280334,851661.880280334,851661.880280334,212572153.287223,212572153.287223,212572153.287223,38.4595160888823,59.197336435518,48.469144740031,141.454324792977,217.72780800894,178.27000503942,734.042792917079,1129.84724170622,925.087728432425,217260.683744983,217260.683744983,217260.683744983,208570.256395184,208570.256395184,208570.256395184,43565.112304544,43565.112304544,43565.112304544,3590907.39696999,5527166.61322403,4385721.15161872,188142.383713936,289590.95483039,229785.940029093,0.00000000177020137403348,0.00000000272471463382683,0.00000000223092111764332
2023,"Guizhou","p_transmission","a7",7.41137292363834,11.4076539078054,9.34029758637412,426404.081375908,426404.081375908,426404.081375908,145618803.886406,145618803.886406,145618803.886406,38.4595160888823,59.197336435518,48.469144740031,141.454324792977,217.72780800894,178.27000503942,734.042792917079,1129.84724170622,925.087728432425,108776.551371405,108776.551371405,108776.551371405,104425.489316549,104425.489316549,104425.489316549,21811.8740809941,21811.8740809941,21811.8740809941,2459887.76952869,3786287.99046435,3004360.91182228,128883.62117564,198379.175289928,157410.804846756,0.00000000353564399716688,0.00000000544210454267809,0.00000000445584495269929
2023,"Guizhou","suspect_bite_incidence","a2",5.89322486155073,9.90457315539467,7.84789009503616,865697.492939005,866232.118472286,865958.004340958,214536657.556531,214620720.961795,214577619.826746,32.9761312914112,55.4229142696832,43.913938343067,112.478774477133,189.03983411635,149.785742247857,629.386273524775,1057.80818167607,838.146529842885,219720.175872844,219855.86763256,219786.29551801,213128.570596659,213260.191603583,213192.706652469,44058.2896660227,44085.4985776809,44071.5479772713,3870901.78103254,6508365.67410483,4886321.47156582,202812.439223719,341000.002684912,256014.446384417,0.00000000149989771237416,0.00000000252243172705985,0.00000000199802895988429
2023,"Guizhou","suspect_bite_incidence","a3",4.50963195567779,17.5773949067339,9.30652798568967,851070.202150429,852677.282131634,851660.126252009,212478950.628853,212732101.994251,212571876.988177,23.4017554091694,91.2132707269128,48.2939040282035,86.0713595075822,335.484201614153,177.625474516862,446.648622931445,1740.90708371756,921.743063844204,217109.745446538,217519.714829498,217260.236288778,208425.355628676,208818.926236318,208569.826837227,43534.8461569398,43617.053217611,43565.0225806257,2329474.087877,9090433.528371,4401629.59002104,122050.712881886,476285.14020271,230619.448441118,0.00000000107584525970497,0.00000000420125179269641,0.000000002222859776513
2023,"Guizhou","suspect_bite_incidence","a7",4.50963195567779,17.5773949067339,9.30652798568967,425812.403246002,427419.483227207,426402.327347582,145525601.228036,145778752.593434,145618527.58736,23.4017554091694,91.2132707269128,48.2939040282035,86.0713595075822,335.484201614153,177.625474516862,446.648622931445,1740.90708371756,921.743063844204,108625.61307296,109035.58245592,108776.1039152,104280.588550041,104674.159157683,104425.059758592,21781.6079333899,21863.8149940611,21811.7843570758,1595443.29534822,6229393.9084721,3015256.90493605,83591.8255426234,326383.5263538,157981.690667729,0.00000000214624940611749,0.00000000839703161589048,0.0000000044397530606403
2023,"Hunan","non_suspect_bite_incidence","a2",16.263161213461,26.7416687807759,21.5666947059922,1515283.33148515,2055982.113238,1787342.88363081,379029193.558538,466083454.898671,422831665.751629,51.4366012487816,84.5776436358349,68.2100359198026,310.400584635555,510.394597626738,411.624441123761,981.724948165228,1614.25873402345,1301.86467130354,382647.305930594,519187.402332829,451349.213038084,374994.359811982,508803.654286173,442322.228777322,88464.9959527059,120031.973920132,104348.327260701,4481434.77714418,9061319.05264077,6198965.59281643,234800.769895064,474759.713267699,324789.261950132,0.000000000990713584683778,0.0000000022103289981395,0.00000000151124747644231
2023,"Hunan","non_suspect_bite_incidence","a3",24.8497676227566,24.8501131839639,24.8499343374653,1490755.96070899,2040241.67942694,1763950.35387772,375080207.140235,463549193.892657,419065392.42671,74.5126292960952,74.5129748573025,74.5128081425938,474.285552293302,474.292147714656,474.288734229602,1422.15670082005,1422.16329624141,1422.16011430511,376453.525431562,515212.545309833,445442.008554981,368924.454922931,504908.294403636,436533.168383881,87033.0434515737,119113.018775271,102982.628841843,5033756.97801007,6221082.22823039,5624071.92632912,263739.197975031,325948.043296046,294668.222102033,0.00000000144625028979614,0.00000000197934060444464,0.00000000167278358824562
2023,"Hunan","non_suspect_bite_incidence","a7",24.8497676227566,24.8501131839639,24.8499343374653,746269.638145997,1021012.49750497,882866.834730366,255249840.42788,299484333.804091,277242433.071117,74.5126292960952,74.5129748573025,74.5128081425938,474.285552293302,474.292147714656,474.288734229602,1422.15670082005,1422.16329624141,1422.16011430511,188451.928824747,257831.438763882,222946.170386456,184682.890248252,252674.809988605,218487.246978727,43568.5783288509,59608.5659906995,51543.3710239855,3425575.75934528,4019242.59864743,3720735.26662105,179479.980324673,210584.623784004,194944.598911482,0.00000000288997453736946,0.00000000395395129792472,0.00000000334218829654858
2023,"Hunan","p_prevent","a2",16.0633399562768,27.0276919294814,21.6090118153208,1784060.98149921,1784890.57819505,1784481.66767451,422303268.841003,422436836.605541,422371000.682617,50.8358643719216,85.3700212852645,68.3605373808657,306.586772902493,515.853668677698,412.432110389489,970.259214330213,1629.38214591163,1304.73715967707,450520.449873537,450729.943988649,450626.683756188,441510.040876066,441715.345108876,441614.150081064,104156.723847163,104205.157210624,104181.284270961,4946739.64564063,8309819.0976933,6178579.29245653,259180.002616713,435385.544776461,323721.139962899,0.00000000112785638162975,0.00000000189492000439111,0.00000000151701041782631
2023,"Hunan","p_prevent","a3",24.6698971108582,25.0329653060877,24.8480337826477,1761475.16567893,1761475.16567893,1761475.16567893,418666879.081395,418666879.081395,418666879.081395,74.3297771739714,74.6928453692009,74.5147086974114,470.852522802961,477.782084564209,474.252460019517,1418.6667639705,1425.59632573175,1422.19638851519,444816.961030033,444816.961030033,444816.961030033,435920.621809432,435920.621809432,435920.621809432,102838.122854455,102838.122854455,102838.122854455,5605180.48297608,5632559.3187437,5618580.36352948,293678.421811656,295112.911442042,294380.496577195,0.00000000167101940092057,0.00000000167918159407051,0.00000000167517687555939
2023,"Hunan","p_prevent","a7",24.6698971108582,25.0329653060877,24.8480337826477,881629.240630969,881629.240630969,881629.240630969,277043176.39846,277043176.39846,277043176.39846,74.3297771739714,74.6928453692009,74.5147086974114,470.852522802961,477.782084564209,474.252460019517,1418.6667639705,1425.59632573175,1422.19638851519,222633.646623982,222633.646623982,222633.646623982,218180.973691502,218180.973691502,218180.973691502,51471.1180302916,51471.1180302916,51471.1180302916,3709099.24543719,3727216.56019539,3717966.30814829,194334.939981173,195284.180495696,194799.521807041,0.00000000333865874727871,0.00000000335496662350205,0.00000000334696528702435
2023,"Hunan","p_transmission","a2",14.6696545273601,28.7247946700036,21.4808983696104,1784079.94197606,1784900.54304155,1784473.52708888,422306321.539405,422438440.978217,422369690.021871,46.3962001477872,90.8497279635723,67.9386851944402,279.986730865416,548.244768779977,409.986922278382,885.523267076844,1733.9684642942,1296.68563982939,450525.237872742,450732.460364029,450624.628052747,441514.733115288,441717.811156749,441612.135491692,104157.830794275,104205.738976481,104180.809008771,4648404.9100151,9105022.38615687,6216924.69927922,243549.020778357,477049.510367703,325730.213282414,0.00000000102935120559801,0.00000000201652916033162,0.00000000150765583958469
