"year","region","variable","scenario","total_deaths_lci","total_deaths_uci","total_deaths","total_vials_lci","total_vials_uci","total_vials","total_cost_lci","total_cost_uci","total_cost","total_deaths_averted_lci","total_deaths_averted_uci","total_deaths_averted","total_YLL_lci","total_YLL_uci","total_YLL","total_YLL_averted_lci","total_YLL_averted_uci","total_YLL_averted","vaccinated_lci","vaccinated_uci","vaccinated","fully_vaccinated_lci","fully_vaccinated_uci","fully_vaccinated","RIG_lci","RIG_uci","RIG","cost_per_death_averted_lci","cost_per_death_averted_uci","cost_per_death_averted","cost_per_YLL_averted_lci","cost_per_YLL_averted_uci","cost_per_YLL_averted","deaths_averted_per_100k_vaccinated_lci","deaths_averted_per_100k_vaccinated_uci","deaths_averted_per_100k_vaccinated"
2025,"Guangxi","p_transmission","a7",3.32085288798192,5.11148776214384,4.18515618838506,945404.215037656,945404.215037656,945404.215037656,287361316.694367,287361316.694367,287361316.694367,17.063029619688,26.2636143689842,21.5039225624916,59.6910930371467,91.8770875616174,75.2266227510295,306.701598318418,472.078680288507,386.524993921462,256903.319303711,256903.319303711,256903.319303711,215798.788215117,215798.788215117,215798.788215117,27709.3351167789,27709.3351167789,27709.3351167789,10941423.0904077,16841166.1410232,13363204.5901988,608714.878881521,936941.047160856,743448.21476863,0.000000000664180971500651,0.00000000102231510438117,0.000000000837043391294982
2025,"Guangxi","suspect_bite_incidence","a2",6.60483087483787,11.0973927577045,9.01993850799153,1989426.95251819,1990089.41985414,1989783.07928813,344472691.458587,344555314.104867,344517107.438889,43.0176581188688,72.2782485077019,58.7474467570065,118.719373469191,199.471499013751,162.130033106362,773.226372750887,1299.17458007515,1055.96346130175,531932.340245505,532109.470549234,532027.561306987,462781.136013589,462935.239377834,462863.978337079,57373.6902865399,57392.7953839699,57383.9607350103,4765924.72245479,8009625.097507,5864375.84026237,265147.345662092,445607.297225329,326258.549717414,0.000000000808436242911946,0.00000000135878650420734,0.00000000110421810878908
2025,"Guangxi","suspect_bite_incidence","a3",0.627119081427477,8.88407024114558,4.15244503255728,1889923.84785922,1890869.26573365,1890327.49260441,405995173.65487,406113920.333061,406045872.371233,3.22220801887624,45.6479947547066,21.3358499224245,11.2722317722438,159.687851645554,74.6386519159061,57.9179882782055,820.505693499184,383.503950854018,513566.263005223,513823.170036318,513675.949077284,431395.660924387,431611.462830507,431487.797224919,55392.7435614803,55420.4532969473,55404.5741915268,8894041.8048267,126035910.144217,19031155.255009,494810.915843174,7011878.90681419,1058778.85082283,0.0000000000627104460596529,0.000000000888843330315145,0.000000000415356217489842
2025,"Guangxi","suspect_bite_incidence","a7",0.627119081427477,8.88407024114558,4.15244503255728,944997.825754221,945943.243628655,945401.470499409,287310273.257634,287429019.935824,287360971.973996,3.22220801887624,45.6479947547066,21.3358499224245,11.2722317722438,159.687851645554,74.6386519159061,57.9179882782055,820.505693499184,383.503950854018,256792.887433212,257049.794464308,256902.573505274,215706.025443898,215921.827350019,215798.16174443,27697.4240456589,27725.1337811258,27709.2546757054,6294039.3066885,89202502.8340865,13468456.7532495,350162.437060431,4962689.97733789,749303.811170856,0.00000000012535345634457,0.00000000177761912376093,0.000000000830503549704087
2025,"Guizhou","non_suspect_bite_incidence","a2",5.19699211811941,8.54546678332109,6.89180483589212,756584.238849431,1026431.66700125,892360.953792014,185999077.095642,225922484.532158,206086980.649774,34.2226681607589,56.2726259003642,45.3826506940065,93.4139964942863,153.6015806828,123.877623468918,615.139705994221,1011.47947872645,815.736232897234,191540.313632767,259856.118228166,225914.165516966,186751.805791948,253359.715272462,220266.311379042,38407.6636896425,52106.3488271118,45300.308469462,3305320.73312111,6601545.01895939,4541096.15675206,183888.137137327,367270.202737133,252639.238443313,0.00000000131698527608689,0.00000000293789985163403,0.00000000200884484557027
2025,"Guizhou","non_suspect_bite_incidence","a3",3.18377416634591,3.18385224405671,3.18381183464471,722148.412707493,988503.264960113,854575.243378326,236741933.366734,276255453.998209,256387343.471409,16.5215569660594,16.5216350437702,16.5215973754714,57.2271541026037,57.2285575203571,57.2278311762362,296.968829166919,296.970232584673,296.96955551104,184221.533853952,252169.200244927,218003.88861692,176852.672499794,242082.43223513,209283.733072243,36940.1019683945,50564.9680331127,43714.1397454648,14329207.2933182,16720909.2076326,15518314.4610491,797190.786787811,930250.675712946,863345.547425577,0.00000000065517743443737,0.000000000896835168947638,0.000000000757857920805417
2025,"Guizhou","non_suspect_bite_incidence","a7",3.18377416634591,3.18385224405671,3.18381183464471,361269.980938558,494447.407064868,427483.396273975,183205918.390623,202962678.706361,193028623.442961,16.5215569660594,16.5216350437702,16.5215973754714,57.2271541026037,57.2285575203571,57.2278311762362,296.968829166919,296.970232584673,296.96955551104,92160.7094231016,126134.542618589,109051.886804585,88474.2810461775,121089.160913845,104689.811332402,18480.0654535203,25292.4984858794,21867.0843420555,11088849.130565,12284718.632954,11683411.6614861,616916.775786231,683447.751993797,649994.653865402,0.00000000130983603880961,0.00000000179269833611207,0.00000000151502168917785
2025,"Guizhou","p_prevent","a2",5.14630695721318,8.61347806483416,6.90383296802157,890654.211149054,891204.875044445,890933.451277646,205834471.361874,205915941.024961,205875784.401257,33.8224995986286,56.8011975245835,45.4828953714684,92.502949616478,154.824058121372,124.093824661269,607.946825225818,1020.98035668231,817.538093615157,225482.078771912,225621.487353024,225552.772475353,219845.026802614,219980.950169198,219913.95316347,45213.6664353439,45241.6206440284,45227.8419367579,3623769.92620251,6088134.92404654,4526444.12190177,201604.732172063,338707.157403898,251824.087475695,0.00000000149908149243371,0.00000000251910031315797,0.0000000020165079272718
2025,"Guizhou","p_prevent","a3",3.14303913718304,3.22499383698617,3.18338630047055,853375.433511519,853375.433511519,853375.433511519,256209352.676329,256209352.676329,256209352.676329,16.48041537313,16.5623700729331,16.5220229096456,56.4949571346406,57.9680623205053,57.220182358045,296.229324366771,297.702429552636,296.977204329231,217697.814671306,217697.814671306,217697.814671306,208989.902084454,208989.902084454,208989.902084454,43652.7657978902,43652.7657978902,43652.7657978902,15469365.2869789,15546292.1822989,15507141.8359282,860622.310208689,864902.059321811,862723.969858283,0.000000000757031732174858,0.000000000760796340465799,0.00000000075894298408974
2025,"Guizhou","p_prevent","a7",3.14303913718304,3.22499383698617,3.18338630047055,426883.491340571,426883.491340571,426883.491340571,192939628.045421,192939628.045421,192939628.045421,16.48041537313,16.5623700729331,16.5220229096456,56.4949571346406,57.9680623205053,57.220182358045,296.229324366771,297.702429552636,296.977204329231,108898.849831778,108898.849831778,108898.849831778,104542.895838507,104542.895838507,104542.895838507,21836.3973682682,21836.3973682682,21836.3973682682,11649276.4740676,11707206.625386,11677724.2775025,648095.577638904,651318.462336078,649678.24207654,0.000000001513369094218,0.00000000152089485779858,0.00000000151718984499543
2025,"Guizhou","p_transmission","a2",4.68782252293578,9.17919401327563,6.86438781475108,890666.796601835,891211.489440597,890928.047776625,205836333.355382,205916919.612136,205874984.963684,30.8691005501134,60.4456745060706,45.2021110646142,84.261862779546,164.992591462076,123.384812731757,554.860578009406,1086.48847219112,812.491100342898,225485.26496249,225623.161883696,225551.404500411,219848.133338428,219982.582836603,219912.619387901,45214.3053302785,45241.9564209186,45227.5676304225,3405311.21601942,6670648.51072831,4554543.58468781,189451.00534778,371114.70479823,253387.372337738,0.00000000136817072734872,0.00000000268069288324121,0.00000000200407136301081
2025,"Guizhou","p_transmission","a3",2.53158971389653,3.89664635557354,3.19047517079862,853375.433511519,853375.433511519,853375.433511519,256209352.676329,256209352.676329,256209352.676329,13.1370687098357,20.2207296211266,16.5561751553297,45.5043816276706,70.040766028858,57.347602160293,236.133914101425,363.460079024202,297.591078217454,217697.814671306,217697.814671306,217697.814671306,208989.902084454,208989.902084454,208989.902084454,43652.7657978902,43652.7657978902,43652.7657978902,12670628.4825965,19502779.3745576,15475153.5467931,704917.451633714,1085017.17617013,860944.334121178,0.000000000603454321747367,0.000000000928843941389912,0.000000000760511775477734
2025,"Guizhou","p_transmission","a7",2.53158971389653,3.89664635557354,3.19047517079862,426883.491340571,426883.491340571,426883.491340571,192939628.045421,192939628.045421,192939628.045421,13.1370687098357,20.2207296211266,16.5561751553297,45.5043816276706,70.040766028858,57.347602160293,236.133914101425,363.460079024202,297.591078217454,108898.849831778,108898.849831778,108898.849831778,104542.895838507,104542.895838507,104542.895838507,21836.3973682682,21836.3973682682,21836.3973682682,9541674.88812259,14686657.4505291,11653635.3496665,530841.319804405,817077.160557924,648338.079223051,0.00000000120635513874841,0.00000000185683592180842,0.00000000152032598883321
2025,"Guizhou","suspect_bite_incidence","a2",5.02883299850426,8.44941126798668,6.86766471741051,890638.210547348,891176.027971832,890927.32847333,205832104.103659,205911673.156109,205874878.544147,33.1149224850372,55.6396769297953,45.2236879278561,90.3913989891942,151.875018592891,123.443713835815,595.228390310742,1000.10245686959,812.878936418349,225478.02798667,225614.184296666,225551.222398311,219841.077287004,219973.82968925,219912.441838354,45212.8541718871,45240.1562351675,45227.5311153094,3699376.334686,6218093.16477033,4552368.19413252,205811.017351094,345937.251159361,253266.346709952,0.00000000146776775530627,0.00000000246763187644539,0.00000000200502960910553
2025,"Guizhou","suspect_bite_incidence","a3",0.478072553081701,6.77260190670364,3.16553842820271,853042.677890084,853816.795528384,853373.186256074,256159988.656858,256274828.364164,256209019.297854,2.48082374636244,35.1450382625048,16.4267736498656,8.59317597228699,121.734995241621,56.8993735056234,44.5918822808418,631.718964821749,295.265134382434,217612.928033185,217810.407022547,217697.241391856,208908.410911857,209097.990741645,208989.351736181,43635.7443292142,43675.3428161611,43652.6508438949,7288653.00255336,103302311.879243,15597038.3934736,405496.752387572,5747118.42729878,867725.272859364,0.000000000113898310933583,0.00000000161502529193235,0.000000000754569674141958
2025,"Guizhou","suspect_bite_incidence","a7",0.478072553081701,6.77260190670364,3.16553842820271,426550.735719136,427324.853357437,426881.244085126,192890264.02595,193005103.733255,192939294.666946,2.48082374636244,35.1450382625048,16.4267736498656,8.59317597228699,121.734995241621,56.8993735056234,44.5918822808418,631.718964821749,295.265134382434,108813.963193657,109011.44218302,108898.276552328,104461.404665911,104650.984495699,104542.345490235,21819.3758995921,21858.9743865391,21836.2824142728,5488406.71577071,77798797.2810455,11745416.2807269,305341.892150376,4328256.4866336,653444.217416631,0.000000000227574619386961,0.00000000322982797712797,0.00000000150845120509985
2025,"Hunan","non_suspect_bite_incidence","a2",14.9704660574888,24.6160791122358,19.8524530660326,1559153.07323908,2115505.90160146,1839089.16044187,363977240.753045,448335435.069613,406423152.118289,52.9257696616335,87.026296001623,70.1848209651825,269.088548150066,442.464848056295,356.840445196678,951.320985150595,1564.26523743663,1261.54600018253,393725.523545223,534218.662020571,464416.454657037,385851.013074319,523534.288780159,455128.125563896,91026.1912394673,123507.08090986,107369.36898507,4182382.30828826,8471023.43406481,5790755.70086456,232682.560503292,471276.721598485,322162.768586706,0.000000000990713605201526,0.0000000022103290438987,0.00000000151124750773554
2025,"Hunan","non_suspect_bite_incidence","a3",8.48822806470928,8.48834610212444,8.4882850114176,1493902.94888186,2044983.33309936,1767890.1809882,449759027.005405,533317775.637468,491302930.420651,25.4521571697591,25.4522752071743,25.452218260466,152.572736047632,152.574857726179,152.573759643491,457.493039548473,457.49516122702,457.494137631161,377248.219414611,516409.932600849,446436.914390959,369703.255026318,506081.733948832,437508.17610314,87216.7703429027,119389.845137855,103212.643111875,17670680.6501381,20953735.7513699,19302951.3338636,983090.238154941,1165739.64964326,1073899.94758085,0.000000000492867304886484,0.000000000674682447717566,0.000000000570119034515516
2025,"Hunan","non_suspect_bite_incidence","a7",8.48822806470928,8.48834610212444,8.4882850114176,747256.048503949,1022796.2406127,884249.66455712,336547084.696525,378326459.012557,357319036.404148,25.4521571697591,25.4522752071743,25.452218260466,152.572736047632,152.574857726179,152.573759643491,457.493039548473,457.49516122702,457.494137631161,188701.022349482,258281.878942601,223295.369837656,184927.001902492,253116.241363749,218829.462440903,43626.1667590215,59712.7041564978,51624.1031435075,13222671.92057,14864219.8179596,14038817.0786339,735629.823480301,826955.661196397,781035.224307561,0.000000000985441072132492,0.0000000013488149078512,0.00000000113984532142205
2025,"Hunan","p_prevent","a2",14.7909496780047,24.8821186939805,19.8909725113103,1835712.2422764,1836565.85706762,1836145.10796101,405911119.637691,406040550.816538,405976753.828216,52.3076405317914,87.8416141980159,70.3396796741286,265.861808131483,447.246810389815,357.532817870015,940.210344407701,1578.92027816182,1264.32952776268,463563.697544545,463779.256835258,463673.007060861,454292.423593654,454503.671698553,454399.546919644,107172.218362718,107222.053946257,107197.489848415,4620943.31193267,7762547.62570978,5771660.54365096,257081.453225905,431861.394880025,321100.429052401,0.00000000112785640497871,0.00000000189492004363812,0.00000000151701044923877
2025,"Hunan","p_prevent","a3",8.42678757358324,8.55080505700341,8.48763581650416,1765407.80953224,1765407.80953224,1765407.80953224,490926535.509055,490926535.509055,490926535.509055,25.3896982148802,25.5137156983004,25.4528674553794,151.468366117448,153.697534162758,152.562090606865,456.370363111894,458.599531157204,457.505806667787,445810.052912182,445810.052912182,445810.052912182,436893.851853938,436893.851853938,436893.851853938,103067.717752873,103067.717752873,103067.717752873,19241671.4724841,19335658.5554584,19287671.0794837,1070490.70519169,1075719.58038977,1073049.84626247,0.000000000569518297064548,0.00000000057230014288902,0.00000000057093525121546
2025,"Hunan","p_prevent","a7",8.42678757358324,8.55080505700341,8.48763581650416,883008.47882914,883008.47882914,883008.47882914,357130838.94835,357130838.94835,357130838.94835,25.3896982148802,25.5137156983004,25.4528674553794,151.468366117448,153.697534162758,152.562090606865,456.370363111894,458.599531157204,457.505806667787,222981.939098268,222981.939098268,222981.939098268,218522.300316302,218522.300316302,218522.300316302,51551.6404640067,51551.6404640067,51551.6404640067,13997602.0416399,14065974.1571503,14031065.048935,778742.267893702,782546.080584965,780603.948066777,0.00000000113864370888312,0.00000000114420548146083,0.00000000114147663969154
2025,"Hunan","p_transmission","a2",13.5036342678844,26.4415762127944,19.7734762630318,1835731.75168811,1836576.1104117,1836136.73169295,405914077.794207,406042105.501889,405975483.758555,47.7394412262999,93.479966780192,69.9056142205808,242.722793394719,475.277478107699,355.420866596025,858.098664380214,1680.26756451013,1256.52736300383,463568.624163663,463781.846063561,463670.891841655,454297.25168039,454506.20914229,454397.474004822,107173.357357646,107222.652555127,107197.000826656,4342257.40311472,8505380.35368119,5807480.39030937,241577.047827229,473188.133668946,323093.229572047,0.0000000010293512269076,0.00000000201652920209692,0.00000000150765587080359
2025,"Hunan","p_transmission","a3",6.74941398911068,10.3887664879753,8.50604998445272,1765407.80953224,1765407.80953224,1765407.80953224,490926535.509055,490926535.509055,490926535.509055,20.2382088928186,31.1508873968178,25.5054867898577,121.318201064623,186.7342059081,152.893078413099,363.774262418643,559.925591561843,458.451619594719,445810.052912182,445810.052912182,445810.052912182,436893.851853938,436893.851853938,436893.851853938,103067.717752873,103067.717752873,103067.717752873,15759632.4385675,24257410.2337316,19247879.4682042,876771.026199527,1349536.19930396,1070836.08068185,0.000000000453964839074752,0.000000000698747980071999,0.000000000572115559603181
2025,"Hunan","p_transmission","a7",6.74941398911068,10.3887664879753,8.50604998445272,883008.47882914,883008.47882914,883008.47882914,357130838.94835,357130838.94835,357130838.94835,20.2382088928186,31.1508873968178,25.5054867898577,121.318201064623,186.7342059081,152.893078413099,363.774262418643,559.925591561843,458.451619594719,222981.939098268,222981.939098268,222981.939098268,218522.300316302,218522.300316302,218522.300316302,51551.6404640067,51551.6404640067,51551.6404640067,11464547.8441437,17646365.8834491,14002118.1281811,637818.389318798,981737.510987935,778993.515747771,0.000000000907616508075105,0.00000000139701392510941,0.00000000114383644222492
2025,"Hunan","suspect_bite_incidence","a2",14.4859930049142,24.3393056339304,19.7829153792034,1835687.43885202,1836521.1396128,1836135.61666083,405907358.765119,406033770.436263,405975314.689411,51.2126303520902,86.0474356143643,69.9389831128043,260.38032558475,437.489947932436,355.590531191413,920.527944518891,1546.67058677996,1257.12715640554,463557.434053541,463767.964548686,463670.610267887,454286.285372471,454492.605257712,454397.198062529,107170.770293706,107219.44325994,107196.935729053,4717251.08211544,7928391.25123537,5804707.14071743,262439.437482409,441087.935302686,322938.942668459,0.00000000110427270244782,0.00000000185624108887499,0.00000000150837645440579
2025,"Hunan","suspect_bite_incidence","a3",1.27457398223692,18.0563490459484,8.43956700788403,1764890.1287939,1766094.45342357,1765404.31339038,490848041.053572,491030649.36605,490926005.399024,3.82181363172811,54.1424161197192,25.30613830069,22.909992319071,324.55614481251,151.698071686331,68.6956757065958,973.189751811633,454.868404795658,445679.325453006,445983.447834236,445809.170048075,436765.738943946,437063.778877551,436892.986647114,103037.494610131,103107.805271693,103067.513641755,9065868.79994814,128481055.509769,19399483.2228368,504370.334911396,7147912.06746809,1079270.40045695,0.0000000000856940689231276,0.00000000121482898190727,0.000000000567645082266052
2025,"Hunan","suspect_bite_incidence","a7",1.27457398223692,18.0563490459484,8.43956700788403,882490.798090802,883695.122720474,883004.982687278,357052344.492867,357234952.805346,357130308.83832,3.82181363172811,54.1424161197192,25.30613830069,22.909992319071,324.55614481251,151.698071686331,68.6956757065958,973.189751811633,454.868404795658,222851.211639091,223155.334020322,222981.056234161,218394.18740631,218692.227339915,218521.435109478,51521.4173212648,51591.7279828262,51551.4363528882,6594688.04833822,93472625.1012442,14112398.5254037,366888.722192357,5200253.86068145,785128.852813496,0.0000000001712624817375,0.00000000242953205062233,0.00000000113490081749882
2025,"Shaanxi","non_suspect_bite_incidence","a2",5.33045593930801,8.76492174322971,7.0687840265449,536562.687767909,727786.245316954,632778.341814939,167628050.216519,200309375.5891,184071919.037651,35.080322822857,57.6828757439903,46.5199948311779,95.8129589404979,157.546201800097,127.058758463824,630.555728912404,1036.82819408995,836.179569894438,138289.352517502,187573.774566225,163087.201498696,129991.991366452,176319.348092252,153301.969408774,38525.4775604409,52255.4275613064,45433.8111167156,2906027.96851687,5710020.87411196,3956834.46882684,161673.892716285,317671.169104431,220134.437224876,0.00000000187021468773992,0.00000000417117259527915,0.00000000285246140737475
2025,"Shaanxi","non_suspect_bite_incidence","a3",3.26806714412261,3.26813560753408,3.26810017403874,507875.655864906,695156.118722359,600988.125688647,220483863.975218,252791476.581904,236546626.518724,16.9327216899249,16.9327901533364,16.9327571234203,58.7422889636076,58.7435195679137,58.7428826640405,304.359361844433,304.360592448739,304.359998748307,132951.742373012,181978.041550356,157326.734473468,120986.085559441,165600.017810824,143167.328370856,37038.4941007279,50696.5346833474,43829.0256500255,13021118.3141471,14929169.7584752,13969764.3328001,724416.594807202,830569.084683232,777193.545444645,0.000000000930481586990781,0.00000000127360423046051,0.00000000107627970415135
2025,"Shaanxi","non_suspect_bite_incidence","a7",3.26806714412261,3.26813560753408,3.26810017403874,254133.405009053,347773.636437779,300689.639920923,176710978.018401,192864784.321743,184742359.290154,16.9327216899249,16.9327901533364,16.9327571234203,58.7422889636076,58.7435195679137,58.7428826640405,304.359361844433,304.360592448739,304.359998748307,66527.0693740976,91040.2189627694,78714.5654243255,60539.6331304288,82846.5992561202,71630.2545361362,18533.5101486524,25362.5304399621,21928.7759233011,10436022.4403763,11390064.0342125,10910353.1069155,580597.430819374,633674.558761633,606986.33213929,0.0000000018599166261726,0.00000000254524816930072,0.00000000215115932256516
2025,"Shaanxi","p_prevent","a2",5.27984545584312,8.83411814152466,7.0813293392927,631486.114498338,632040.619637178,631767.302510792,183851069.149016,183945837.613192,183899125.973413,34.6726756669535,58.2440614958489,46.6225451746916,94.9032543618667,158.78998127115,127.284255785045,623.228423208069,1046.91529883541,838.02287410036,162754.153221221,162897.066916799,162826.624358451,152988.904027948,153123.242901791,153057.026896944,45341.0285292871,45380.8422840832,45361.2179735236,3156563.3375708,5305210.34430897,3944424.85463536,175612.171637507,295149.949462077,219444.041036271,0.00000000212850214698236,0.00000000357865285420284,0.00000000286332443225349
2025,"Shaanxi","p_prevent","a3",3.2328766359598,3.30480984937322,3.26773836237409,600144.510694228,600144.510694228,600144.510694228,236401095.126858,236401095.126858,236401095.126858,16.8960474480858,16.9679806614992,16.9331189350849,58.1097526942737,59.4027253971179,58.7363792342092,303.700156015229,304.993128718073,304.366502178138,157105.892851892,157105.892851892,157105.892851892,142966.362495222,142966.362495222,142966.362495222,43767.5022660372,43767.5022660372,43767.5022660372,13932187.9157523,13991502.7969243,13960871.3570801,775103.019928625,778402.942654412,776698.79383934,0.00000000107545599604046,0.00000000108003464118914,0.00000000107781564572172
2025,"Shaanxi","p_prevent","a7",3.2328766359598,3.30480984937322,3.26773836237409,300267.832423714,300267.832423714,300267.832423714,184669593.594221,184669593.594221,184669593.594221,16.8960474480858,16.9679806614992,16.9331189350849,58.1097526942737,59.4027253971179,58.7363792342092,303.700156015229,304.993128718073,304.366502178138,78604.1446135376,78604.1446135376,78604.1446135376,71529.7715983193,71529.7715983193,71529.7715983193,21898.014231307,21898.014231307,21898.014231307,10883416.081045,10929751.1244349,10905822.7431209,605487.718265692,608065.520996836,606734.289984837,0.00000000214951101257526,0.00000000215866233834404,0.00000000215422723805948
2025,"Shaanxi","p_transmission","a2",4.80819909209084,9.4149218860288,7.04066297948392,631498.787742944,632047.280173101,631761.861316791,183853235.087333,183946975.941253,183898196.038661,31.64272264602,61.9605069780221,46.3349306265809,86.4255867478467,169.229712123121,126.55329312313,568.766146867779,1113.71702132263,832.853109787029,162757.419521377,162898.783549768,162825.221988864,152991.974350095,153124.856536782,153055.708669532,45341.9384747824,45381.3205139958,45360.8272929896,2967264.86038191,5813247.42497751,3968888.99048367,165080.744540468,323414.072645248,220805.07820363,0.00000000194247752846802,0.00000000380692365117548,0.00000000284568508862527
2025,"Shaanxi","p_transmission","a3",2.59861147433021,3.99980763636498,3.27493991699797,600144.510694228,600144.510694228,600144.510694228,236401095.126858,236401095.126858,236401095.126858,13.4640000393628,20.7239453849312,16.9681954113543,46.7090727936172,71.8950516046623,58.8658244946789,242.010382908033,372.505194838793,304.996988766686,157105.892851892,157105.892851892,157105.892851892,142966.362495222,142966.362495222,142966.362495222,43767.5022660372,43767.5022660372,43767.5022660372,11407147.1785846,17558013.5498905,13932011.589675,634624.962020098,976822.119308386,775093.21020772,0.000000000857001592680909,0.00000000131910681443809,0.00000000108004831030436
2025,"Shaanxi","p_transmission","a7",2.59861147433021,3.99980763636498,3.27493991699797,300267.832423714,300267.832423714,300267.832423714,184669593.594221,184669593.594221,184669593.594221,13.4640000393628,20.7239453849312,16.9681954113543,46.7090727936172,71.8950516046623,58.8658244946789,242.010382908033,372.505194838793,304.996988766686,78604.1446135376,78604.1446135376,78604.1446135376,71529.7715983193,71529.7715983193,71529.7715983193,21898.014231307,21898.014231307,21898.014231307,8910928.4049985,13715804.5940529,10883278.3402912,495750.384566151,763064.755219192,605480.055199784,0.00000000171288678295011,0.00000000263649524930547,0.00000000215868965876794
2025,"Shaanxi","suspect_bite_incidence","a2",5.15797122715041,8.66639211229317,7.04402400372236,631470.002281895,632011.571337229,631761.136995882,183848315.468482,183940873.073496,183898072.247599,33.9448229902171,57.0340717148179,46.3570482601528,92.7126105215284,155.775168404299,126.613706281221,610.145542601813,1025.1661834636,833.250666007625,162750.000588117,162889.580241554,162825.035308217,152985.00055283,153116.205427061,153055.533189724,45339.8716638412,45378.7566011735,45360.7752863749,3223482.20880601,5418819.6275617,3966992.70444431,179335.134570413,301470.485696128,220699.580270022,0.00000000208391616823368,0.00000000350439763494429,0.00000000284704671934522
2025,"Shaanxi","suspect_bite_incidence","a3",0.490728558504689,6.95190986619466,3.24934303452231,599812.090775038,600585.427440719,600142.265705938,236343749.615169,236477157.345096,236400707.845607,2.54256158457442,36.019669463255,16.835573558489,8.82066295309127,124.957988988503,58.4057300716934,45.7015969140796,647.440134695342,302.613160387298,157018.871930638,157221.316083958,157105.305158623,142887.173456881,143071.397636402,142965.827694347,43743.2594556688,43799.6575625655,43767.33854292,6561519.11266904,93007445.2393954,14041737.6945502,365043.402393308,5174374.05501782,781197.709785824,0.000000000161718630011764,0.00000000229397071959391,0.00000000107161076078818
2025,"Shaanxi","suspect_bite_incidence","a7",0.490728558504689,6.95190986619466,3.24934303452231,299935.412504524,300708.749170205,300265.587435424,184612248.082532,184745655.812458,184669206.31297,2.54256158457442,36.019669463255,16.835573558489,8.82066295309127,124.957988988503,58.4057300716934,45.7015969140796,647.440134695342,302.613160387298,78517.1236922839,78719.5678456034,78603.5569202682,71450.5825599783,71634.8067394991,71529.236797444,21873.7714209386,21930.1695278353,21897.8505081898,5125317.6620863,72661231.4656604,10968988.1174172,285141.804144413,4042433.26901215,610248.43095595,0.00000000032298977930891,0.00000000458749222709935,0.00000000214183355284624
2025,"Shandong","non_suspect_bite_incidence","a2",7.83140532100737,12.8772640998601,10.3853850896649,1947876.79542721,2642651.34616673,2297460.42238652,453763081.572818,546008659.1598,500177481.106435,96.0309388877937,157.904498240139,127.346585585971,140.766592016045,231.46402306179,186.673426533659,1726.12033744117,2838.27450759614,2289.00741604202,553374.089610002,750753.22334282,652687.61999617,420564.308103602,570572.449740544,496042.591197089,107572.602775647,145941.922098504,126878.557201536,2873655.19431082,5685757.79309809,3927686.62626426,159872.866545643,316321.317417076,218512.826826619,0.00000000127912789318711,0.00000000285348557521773,0.00000000195111078691393
2025,"Shandong","non_suspect_bite_incidence","a3",3.93027486275442,3.93044907065962,3.93035890870503,1906557.40994013,2609775.89781576,2256184.96442591,596519386.09398,690581502.482502,643285374.602081,47.9890748338371,47.9892490417423,47.9891649957917,70.6452259126724,70.6483572348441,70.6467366073121,862.585735441576,862.588866763748,862.587356069108,551028.153161888,754270.490698196,652076.579313847,402250.551808178,550617.458209683,476015.902899108,107116.566805752,146625.657768785,126759.774559136,12430271.3212935,14390389.9975911,13404804.4940664,691545.42688685,800594.623940748,745762.582857223,0.000000000636231636072832,0.000000000870903759932633,0.00000000073594369922454
2025,"Shandong","non_suspect_bite_incidence","a7",3.93027486275442,3.93044907065962,3.93035890870503,953781.881545446,1305391.12548326,1128595.65878834,469076657.853527,516107716.047788,492459652.107577,47.9890748338371,47.9892490417423,47.9891649957917,70.6452259126724,70.6483572348441,70.6467366073121,862.585735441576,862.588866763748,862.587356069108,275659.503336834,377280.672104988,326183.716412814,201231.437435889,275414.890636642,238114.112981354,53586.5534916606,73341.0989731771,63408.1573683526,9774619.67461737,10754691.9342542,10261892.4949155,543800.964662811,598326.282063523,570909.889465297,0.00000000127197278795355,0.00000000174088861297494,0.00000000147123116762387
2025,"Shandong","p_prevent","a2",7.71474631596259,12.9356571447489,10.3989868653136,2293085.02032026,2294465.22182216,2293784.91666011,499596556.703911,499779806.773438,499689482.304096,94.8691166742981,159.672250084179,127.628798566527,138.669689877155,232.513616281589,186.917913381798,1705.2370161446,2870.04918818227,2294.08008919162,651444.608045528,651836.71074493,651643.442232986,495097.902114601,495395.900166147,495249.016097069,126636.923136402,126713.14554855,126675.575309439,3128887.80887427,5268098.03119879,3915178.14095563,174072.471914785,293085.243893779,217816.930044572,0.00000000145541230051127,0.00000000245104876319768,0.00000000195856798818049
2025,"Shandong","p_prevent","a3",3.80521611742289,4.06243508968652,3.92954744965727,2253017.27863705,2253017.27863705,2253017.27863705,642861666.701206,642861666.701206,642861666.701206,47.8570888148102,48.1143077870738,47.9899764548395,68.3973415725655,73.0207567379503,70.6321509333454,860.21333593847,864.836751103854,862.601941743075,651161.063189899,651161.063189899,651161.063189899,475347.576128626,475347.576128626,475347.576128626,126581.803717737,126581.803717737,126581.803717737,13361133.024009,13432945.5180371,13395748.7415349,743332.965303191,747328.17993325,745258.775330559,0.000000000734950099448031,0.000000000738900258430258,0.000000000736990879334013
