"year","variable","scenario","total_deaths_lci","total_deaths_uci","total_deaths","total_vials_lci","total_vials_uci","total_vials","total_cost_lci","total_cost_uci","total_cost","total_deaths_averted_lci","total_deaths_averted_uci","total_deaths_averted","total_YLL_lci","total_YLL_uci","total_YLL","total_YLL_averted_lci","total_YLL_averted_uci","total_YLL_averted","vaccinated_lci","vaccinated_uci","vaccinated","fully_vaccinated_lci","fully_vaccinated_uci","fully_vaccinated","RIG_lci","RIG_uci","RIG","cost_per_death_averted_lci","cost_per_death_averted_uci","cost_per_death_averted","cost_per_YLL_averted_lci","cost_per_YLL_averted_uci","cost_per_YLL_averted","deaths_averted_per_100k_vaccinated_lci","deaths_averted_per_100k_vaccinated_uci","deaths_averted_per_100k_vaccinated"
2023,"suspect_bite_incidence","a3",116.932829364727,455.774237865723,241.31425410718,23482794.8501309,23523267.8875811,23497651.621751,8052006568.43224,8057792049.63153,8054130292.72637,604.394611554849,2355.75524333976,1247.28141941204,2144.56954761658,8358.9831566141,4425.7477012711,11084.7080817756,43204.9834417887,22875.370107019,6147328.49479865,6157923.53078038,6151217.70202905,5594068.93026677,5603710.41301015,5597608.10884644,1058108.91716722,1059932.58773557,1058778.34696175,3418014.91950279,13332005.1098773,6457348.09111728,186367.542051739,726928.665165244,352087.430937568,9.81490933646353e-10,3.83216098722071e-09,2.02769838401364e-09
2023,"suspect_bite_incidence","a7",116.932829364727,455.774237865723,241.31425410718,11748381.060774,11788854.0982242,11763237.8323941,6374646915.01475,6380432396.21404,6376770639.30888,604.394611554849,2355.75524333976,1247.28141941204,2144.56954761658,8358.9831566141,4425.7477012711,11084.7080817756,43204.9834417887,22875.370107019,3075492.42428639,3086087.46026812,3079381.63151679,2798698.10610062,2808339.58884399,2802237.28468028,529369.133530295,531192.80409865,530038.563324828,2705988.63487082,10556732.7607371,5112535.58344103,147544.250852532,575606.714145601,278761.419355232,1.95844939372632e-09,7.65976604181156e-09,4.05042819846163e-09
2024,"non_suspect_bite_incidence","a2",144.665222710716,237.874472327437,191.842421534213,20664730.5271609,28036323.1748546,24373833.5469804,5460362377.15763,6478057524.90978,5972427588.32528,872.60108287943,1434.82542445636,1157.15556265515,2574.77321223624,4233.72534011344,3414.44003390203,15530.6842312686,25537.236924684,20595.2273067902,5353557.13138883,7263296.15928876,6314464.64947679,4978808.13219161,6754865.42813855,5872452.12401341,921481.021240302,1250194.85141758,1086877.22779119,3805593.5475401,7423847.68024047,5161300.50364295,213819.623213806,417113.46573303,289990.855617125,1.20138441795946e-09,2.68013470154962e-09,1.83254737636552e-09
2024,"non_suspect_bite_incidence","a3",141.745828915843,141.749229691948,141.747469607523,19903999.3175386,27243059.5508173,23552847.7562885,7324183558.06209,8342271527.19517,7830358542.13382,732.648665184246,732.65206596035,732.650425268671,2522.81340601495,2522.87393353533,2522.84260729019,13039.7902256663,13039.8507531866,13039.8215519114,5210471.02553366,7131690.98188935,6165666.95190799,4741528.63323563,6489838.79351931,5610756.92623628,896852.325269982,1227542.3102577,1061265.42409716,9996810.07991379,11386455.6418693,10687714.4570855,561676.946821821,639755.040750199,600495.835848769,1.02731409289154e-09,1.40611484522229e-09,1.18827440888929e-09
2024,"non_suspect_bite_incidence","a7",141.745828915843,141.749229691948,141.747469607523,9960465.24919187,13629995.3658312,11784889.4685668,5944798175.75599,6453842160.32253,6197885667.79186,732.648665184246,732.65206596035,732.650425268671,2522.81340601495,2522.87393353533,2522.84260729019,13039.7902256663,13039.8507531866,13039.8215519114,2607451.6359141,3568061.61409195,3085049.59910127,2372780.98868183,3246936.06882367,2807395.13518215,448807.612831715,614152.605325576,531014.162245305,8114080.95596322,8808918.19914737,8459540.12176956,455894.648510699,494934.508042883,475304.485043613,2.05335205617154e-09,2.80983952250183e-09,2.3748416410618e-09
2024,"p_prevent","a2",143.30410987465,239.690461559208,192.179750457647,24327871.361229,24341600.2433085,24334833.2391175,5966082216.88999,5967977576.18941,5967043348.31503,862.478515735076,1448.82183004619,1159.71555312572,2550.54792295477,4266.04658733555,3420.44386439769,15350.5212713397,25786.3470390915,20640.7903990366,6302557.34746866,6306114.05267059,6304360.94277655,5861378.33314585,5864686.06898365,5863055.67678219,1084827.68343304,1085439.88131592,1085138.12727541,4117885.36945209,6919566.65274497,5145264.5713273,231365.932051001,388780.124837322,289089.866858662,1.36768619871349e-09,2.29878404934798e-09,1.83954498108886e-09
2024,"p_prevent","a3",140.002152340242,143.582874242867,141.729380682629,23519788.5617347,23519788.5617347,23519788.5617347,7825772509.7026,7825772509.7026,7825772509.7026,730.815020633327,734.395742535951,732.668514193564,2491.77919023361,2555.50941276111,2522.52065790677,13007.1547464405,13070.884968968,13040.1435012948,6157012.71249599,6157012.71249599,6157012.71249599,5602881.56837135,5602881.56837135,5602881.56837135,1059775.81313837,1059775.81313837,1059775.81313837,10656070.0946867,10708280.8764942,10681191.2319124,598717.877808735,601651.372821885,600129.324414685,1.1869636376584e-09,1.19277931819997e-09,1.18997401565628e-09
2024,"p_prevent","a7",140.002152340242,143.582874242867,141.729380682629,11768359.8712899,11768359.8712899,11768359.8712899,6195592651.57625,6195592651.57625,6195592651.57625,730.815020633327,734.395742535951,732.668514193564,2491.77919023361,2555.50941276111,2522.52065790677,13007.1547464405,13070.884968968,13040.1435012948,3080722.47939527,3080722.47939527,3080722.47939527,2803457.45624969,2803457.45624969,2803457.45624969,530269.35676591,530269.35676591,530269.35676591,8436313.41078063,8477648.21008622,8456201.58578212,473999.47794548,476321.899166436,475116.907337796,2.37221958654576e-09,2.38384258058879e-09,2.37823601150008e-09
2024,"p_transmission","a2",130.491584167021,255.515081059862,191.079233477859,24328185.1355632,24341765.1501882,24334698.521681,5966125535.42815,5968000342.63072,5967024749.71797,787.092674976244,1541.22878417901,1152.55220792259,2322.50867927933,4547.69552562662,3400.85669903704,14008.7928328753,27431.019792275,20513.2961126185,6302638.63615628,6306156.77466017,6304326.04188628,5861453.93162534,5864725.80043396,5863023.21895424,1084841.6752484,1085447.23483838,1085132.11995968,3871018.75897434,7582335.00624414,5177227.29495541,217495.579114718,426018.174001776,290885.712220935,1.24813369394652e-09,2.445370698135e-09,1.82819257802495e-09
2024,"p_transmission","a3",112.709689606111,173.483804005056,142.044130062747,23519788.5617347,23519788.5617347,23519788.5617347,7825772509.7026,7825772509.7026,7825772509.7026,582.563460784093,896.688480117737,734.1837773059,2006.02386751642,3087.6906207256,2528.12261432248,10368.5513708707,15959.3953202199,13067.1123801866,6157012.71249599,6157012.71249599,6157012.71249599,5602881.56837135,5602881.56837135,5602881.56837135,1059775.81313837,1059775.81313837,1059775.81313837,8727415.02006925,13433339.0892206,10659146.5946298,490355.201602637,754760.451077884,598890.732857605,9.46178752565751e-10,1.45636938234326e-09,1.19243505184882e-09
2024,"p_transmission","a7",112.709689606111,173.483804005056,142.044130062747,11768359.8712899,11768359.8712899,11768359.8712899,6195592651.57625,6195592651.57625,6195592651.57625,582.563460784093,896.688480117737,734.1837773059,2006.02386751642,3087.6906207256,2528.12261432248,10368.5513708707,15959.3953202199,13067.1123801866,3080722.47939527,3080722.47939527,3080722.47939527,2803457.45624969,2803457.45624969,2803457.45624969,530269.35676591,530269.35676591,530269.35676591,6909414.79560745,10635051.9190431,8438749.04769904,388209.736475835,597536.958632626,474136.325709613,1.89099623442371e-09,2.9106434809206e-09,2.38315454318371e-09
2024,"suspect_bite_incidence","a2",142.944176763162,240.284993253211,191.653038552145,24327889.2437344,24341596.7179936,24334748.5488607,5966084685.68335,5967977089.49731,5967031656.28761,862.208679916479,1449.3388204599,1156.01332977895,2544.14177974847,4276.62815110644,3411.0693673386,15345.7186931913,25795.5485115897,20574.8976756827,6302561.98024207,6306113.13937657,6304339.00229552,5861382.64162513,5864685.21962021,5863035.27213483,1084828.48084917,1085439.72411519,1085134.35077012,4116418.19115161,6921731.62774866,5161732.57053068,231283.497732287,388901.765294658,290015.13156199,1.36725850117196e-09,2.29960264572318e-09,1.83367888268385e-09
