"year","region","scenario","total_deaths_lci","total_deaths_uci","total_deaths","total_vials_lci","total_vials_uci","total_vials","total_cost_lci","total_cost_uci","total_cost","total_deaths_averted_lci","total_deaths_averted_uci","total_deaths_averted","total_YLL_lci","total_YLL_uci","total_YLL","total_YLL_averted_lci","total_YLL_averted_uci","total_YLL_averted","vaccinated_lci","vaccinated_uci","vaccinated","fully_vaccinated_lci","fully_vaccinated_uci","fully_vaccinated","RIG_lci","RIG_uci","RIG","cost_per_death_averted_lci","cost_per_death_averted_uci","cost_per_death_averted","cost_per_YLL_averted_lci","cost_per_YLL_averted_uci","cost_per_YLL_averted","deaths_averted_per_100k_vaccinated_lci","deaths_averted_per_100k_vaccinated_uci","deaths_averted_per_100k_vaccinated"
2023,"Guangxi","a3",7.5505636834752,14.6376575027305,10.9029356167383,1581622.36088557,2179037.01730649,1885162.86156827,312953828.57711,392630503.628449,353436762.127331,39.1692087930573,75.6244148490623,56.5284267548491,144.110935808643,279.376031935407,208.09469605935,747.588070332467,1443.3763690691,1078.90812142415,429788.685023252,592129.624268067,512272.516730508,361022.495419531,497388.884385176,430308.914053626,46356.5777779229,63866.5091439295,55253.2013820358,4138264.46395294,10023957.9947308,6252372.16772556,216820.668041662,525196.320286168,327587.451710714,6.6149719905459e-10,1.75957202886742e-09,1.10348349576964e-09
2023,"Guangxi","a4",7.5505636834752,14.6376575027305,10.9029356167383,1581622.36088557,2179037.01730649,1885162.86156827,312953828.57711,392630503.628449,353436762.127331,39.1692087930573,75.6244148490623,56.5284267548491,144.110935808643,279.376031935407,208.09469605935,747.588070332467,1443.3763690691,1078.90812142415,429788.685023252,592129.624268067,512272.516730508,361022.495419531,497388.884385176,430308.914053626,46356.5777779229,63866.5091439295,55253.2013820358,4138264.46395294,10023957.9947308,6252372.16772556,216820.668041662,525196.320286168,327587.451710714,6.6149719905459e-10,1.75957202886742e-09,1.10348349576964e-09
2023,"Guangxi","a5",7.54708243472806,14.6892315072501,10.8357206141664,1584293.0133451,2177584.25947276,1879385.92325622,313344362.267138,392471101.660708,352700647.956213,39.0840600039322,76.7081775977957,56.1849059941794,144.044492290548,280.360379378365,206.811822710144,745.962910649271,1464.0611908204,1072.35164427025,430514.405800299,591734.853117597,510702.696537016,361632.100872251,497057.276618781,428990.265091094,46434.8532952144,63823.9295224108,55083.882145786,4084888.62700008,10041717.8159388,6277498.2304456,214024.088768826,526126.830245634,328903.909310674,6.60499542962783e-10,1.7817795772757e-09,1.10014899813843e-09
2023,"Guangxi","a6",7.54708243472806,14.6892315072501,10.8357206141664,1584293.0133451,2177584.25947276,1879385.92325622,313344362.267138,392471101.660708,352700647.956213,39.0840600039322,76.7081775977957,56.1849059941794,144.044492290548,280.360379378365,206.811822710144,745.962910649271,1464.0611908204,1072.35164427025,430514.405800299,591734.853117597,510702.696537016,361632.100872251,497057.276618781,428990.265091094,46434.8532952144,63823.9295224108,55083.882145786,4084888.62700008,10041717.8159388,6277498.2304456,214024.088768826,526126.830245634,328903.909310674,6.60499542962783e-10,1.7817795772757e-09,1.10014899813843e-09
2023,"Guangxi","a7",7.5505636834752,14.6376575027305,10.9029356167383,1581622.36088557,2179037.01730649,1885162.86156827,312988179.662801,392664854.71414,353471113.213022,39.1692087930573,75.6244148490623,56.5284267548491,144.110935808643,279.376031935407,208.09469605935,747.588070332467,1443.3763690691,1078.90812142415,429788.685023252,592129.624268067,512272.516730508,361022.495419531,497388.884385176,430308.914053626,46356.5777779229,63866.5091439295,55253.2013820358,4138718.69669986,10024834.9868057,6252979.845803,216844.467160469,525242.269502126,327619.290460473,6.6149719905459e-10,1.75957202886742e-09,1.10348349576964e-09
2023,"Guangxi","a8",7.5505636834752,14.6376575027305,10.9029356167383,1581622.36088557,2179037.01730649,1885162.86156827,312988179.662801,392664854.71414,353471113.213022,39.1692087930573,75.6244148490623,56.5284267548491,144.110935808643,279.376031935407,208.09469605935,747.588070332467,1443.3763690691,1078.90812142415,429788.685023252,592129.624268067,512272.516730508,361022.495419531,497388.884385176,430308.914053626,46356.5777779229,63866.5091439295,55253.2013820358,4138718.69669986,10024834.9868057,6252979.845803,216844.467160469,525242.269502126,327619.290460473,6.6149719905459e-10,1.75957202886742e-09,1.10348349576964e-09
2023,"Guizhou","a1",5.84075908785966,11.035023557104,8.35463836692854,713619.332678659,989421.792092111,851457.830623508,190827336.714879,234272448.344173,212540010.861308,30.3218636821191,57.9356591486713,43.7680827648588,111.477406624148,210.61574183727,159.457598647353,578.726613518357,1105.76672240752,835.362713329357,182045.748132311,252403.518390845,217208.630261099,174763.918207018,242307.377655211,208520.285050655,36503.813415491,50611.9535077322,43554.6745399556,3293780.36806638,7726188.95725476,4856050.28676184,172574.678589895,404806.765183854,254428.414711288,1.2013249211196e-09,3.18247801682046e-09,2.01502503432975e-09
2023,"Guizhou","a2",5.84075908785966,11.035023557104,8.35463836692854,713619.332678659,989421.792092111,851457.830623508,190827336.714879,234272448.344173,212540010.861308,30.3218636821191,57.9356591486713,43.7680827648588,111.477406624148,210.61574183727,159.457598647353,578.726613518357,1105.76672240752,835.362713329357,182045.748132311,252403.518390845,217208.630261099,174763.918207018,242307.377655211,208520.285050655,36503.813415491,50611.9535077322,43554.6745399556,3293780.36806638,7726188.95725476,4856050.28676184,172574.678589895,404806.765183854,254428.414711288,1.2013249211196e-09,3.18247801682046e-09,2.01502503432975e-09
2023,"Guizhou","a3",5.80546502550173,11.2868961369722,8.37244268777339,721870.480531626,983454.936154821,851174.482419476,192127078.712482,233332533.874872,212495377.12461,30.5949354929483,59.1121452082415,43.861082984854,110.803780048954,215.42301116324,159.79741398379,583.938493829715,1128.22127204353,837.137726334446,184150.63278868,250881.361263985,217136.347555989,176784.607477133,240846.106813426,208450.893653749,36925.8848867862,50306.7305606543,43540.1804119269,3250213.26895941,7626508.44381259,4844736.21405994,170292.019369999,399584.093770867,253835.623983951,1.21949814600836e-09,3.20998870941024e-09,2.01997885100947e-09
2023,"Guizhou","a4",5.80546502550173,11.2868961369722,8.37244268777339,721870.480531626,983454.936154821,851174.482419476,192127078.712482,233332533.874872,212495377.12461,30.5949354929483,59.1121452082415,43.861082984854,110.803780048954,215.42301116324,159.79741398379,583.938493829715,1128.22127204353,837.137726334446,184150.63278868,250881.361263985,217136.347555989,176784.607477133,240846.106813426,208450.893653749,36925.8848867862,50306.7305606543,43540.1804119269,3250213.26895941,7626508.44381259,4844736.21405994,170292.019369999,399584.093770867,253835.623983951,1.21949814600836e-09,3.20998870941024e-09,2.01997885100947e-09
2023,"Guizhou","a5",5.84075908785966,11.035023557104,8.35463836692854,713619.332678659,989421.792092111,851457.830623508,190861687.80057,234306799.429864,212574361.946999,30.3218636821191,57.9356591486713,43.7680827648588,111.477406624148,210.61574183727,159.457598647353,578.726613518357,1105.76672240752,835.362713329357,182045.748132311,252403.518390845,217208.630261099,174763.918207018,242307.377655211,208520.285050655,36503.813415491,50611.9535077322,43554.6745399556,3294373.28590309,7727321.83899485,4856835.13004309,172605.743990033,404866.121510121,254469.53587356,1.2013249211196e-09,3.18247801682046e-09,2.01502503432975e-09
2023,"Guizhou","a6",5.84075908785966,11.035023557104,8.35463836692854,713619.332678659,989421.792092111,851457.830623508,190861687.80057,234306799.429864,212574361.946999,30.3218636821191,57.9356591486713,43.7680827648588,111.477406624148,210.61574183727,159.457598647353,578.726613518357,1105.76672240752,835.362713329357,182045.748132311,252403.518390845,217208.630261099,174763.918207018,242307.377655211,208520.285050655,36503.813415491,50611.9535077322,43554.6745399556,3294373.28590309,7727321.83899485,4856835.13004309,172605.743990033,404866.121510121,254469.53587356,1.2013249211196e-09,3.18247801682046e-09,2.01502503432975e-09
2023,"Guizhou","a7",5.80546502550173,11.2868961369722,8.37244268777339,721870.480531626,983454.936154821,851174.482419476,192161429.798173,233366884.960563,212529728.210301,30.5949354929483,59.1121452082415,43.861082984854,110.803780048954,215.42301116324,159.79741398379,583.938493829715,1128.22127204353,837.137726334446,184150.63278868,250881.361263985,217136.347555989,176784.607477133,240846.106813426,208450.893653749,36925.8848867862,50306.7305606543,43540.1804119269,3250794.38618279,7627631.21413839,4845519.39320996,170322.466487548,399642.920318619,253876.657955555,1.21949814600836e-09,3.20998870941024e-09,2.01997885100947e-09
2023,"Guizhou","a8",5.80546502550173,11.2868961369722,8.37244268777339,721870.480531626,983454.936154821,851174.482419476,192161429.798173,233366884.960563,212529728.210301,30.5949354929483,59.1121452082415,43.861082984854,110.803780048954,215.42301116324,159.79741398379,583.938493829715,1128.22127204353,837.137726334446,184150.63278868,250881.361263985,217136.347555989,176784.607477133,240846.106813426,208450.893653749,36925.8848867862,50306.7305606543,43540.1804119269,3250794.38618279,7627631.21413839,4845519.39320996,170322.466487548,399642.920318619,253876.657955555,1.21949814600836e-09,3.20998870941024e-09,2.01997885100947e-09
2023,"Hunan","a1",15.5752328143225,29.9295059671716,22.2583093510802,1483795.54691977,2023284.31424408,1759484.61476643,373959557.896164,460819002.980292,418346393.914431,46.9216375327615,90.2486819445473,67.1283212152122,297.270703275021,571.238028580445,424.824678602816,895.551826060222,1722.49683013591,1281.21893876073,374695.845181761,510930.38238487,444314.296658189,367201.928278126,500711.774737172,435428.010725026,86626.6818392617,118123.016964323,102721.910873,4143656.72537955,9821034.11583921,6232040.16339422,217103.19075981,514564.305013548,326522.174515371,9.18356769345862e-10,2.40858507253446e-09,1.51082964739381e-09
2023,"Hunan","a2",15.5752328143225,29.9295059671716,22.2583093510802,1483795.54691977,2023284.31424408,1759484.61476643,373959557.896164,460819002.980292,418346393.914431,46.9216375327615,90.2486819445473,67.1283212152122,297.270703275021,571.238028580445,424.824678602816,895.551826060222,1722.49683013591,1281.21893876073,374695.845181761,510930.38238487,444314.296658189,367201.928278126,500711.774737172,435428.010725026,86626.6818392617,118123.016964323,102721.910873,4143656.72537955,9821034.11583921,6232040.16339422,217103.19075981,514564.305013548,326522.174515371,9.18356769345862e-10,2.40858507253446e-09,1.51082964739381e-09
2023,"Hunan","a3",15.4207644508722,30.2667210887401,22.1769010001044,1491866.81596402,2027291.32882039,1759816.17623144,375259058.447001,461464145.351408,418399776.387999,46.3822486590459,91.1190851070428,66.8854373534399,294.322502141591,577.674155573773,423.270909356761,885.256987341619,1739.10944603272,1276.5832291528,376734.044435359,511942.254752625,444398.024300869,369199.363546652,501703.409657572,435510.063814851,87097.8972010996,118356.953760769,102741.268034166,4118336.54833301,9949154.22802403,6255468.94725479,215776.562713201,521277.043784948,327749.704706421,9.06005476759449e-10,2.41865810783334e-09,1.50507953897105e-09
2023,"Hunan","a4",15.4207644508722,30.2667210887401,22.1769010001044,1491866.81596402,2027291.32882039,1759816.17623144,375259058.447001,461464145.351408,418399776.387999,46.3822486590459,91.1190851070428,66.8854373534399,294.322502141591,577.674155573773,423.270909356761,885.256987341619,1739.10944603272,1276.5832291528,376734.044435359,511942.254752625,444398.024300869,369199.363546652,501703.409657572,435510.063814851,87097.8972010996,118356.953760769,102741.268034166,4118336.54833301,9949154.22802403,6255468.94725479,215776.562713201,521277.043784948,327749.704706421,9.06005476759449e-10,2.41865810783334e-09,1.50507953897105e-09
2023,"Hunan","a5",15.5752328143225,29.9295059671716,22.2583093510802,1483795.54691977,2023284.31424408,1759484.61476643,373993908.981855,460853354.065983,418380745.000122,46.9216375327615,90.2486819445473,67.1283212152122,297.270703275021,571.238028580445,424.824678602816,895.551826060222,1722.49683013591,1281.21893876073,374695.845181761,510930.38238487,444314.296658189,367201.928278126,500711.774737172,435428.010725026,86626.6818392617,118123.016964323,102721.910873,4144037.35238652,9821766.21061461,6232551.88609291,217123.133371657,514602.662465,326548.98576882,9.18356769345862e-10,2.40858507253446e-09,1.51082964739381e-09
2023,"Hunan","a6",15.5752328143225,29.9295059671716,22.2583093510802,1483795.54691977,2023284.31424408,1759484.61476643,373993908.981855,460853354.065983,418380745.000122,46.9216375327615,90.2486819445473,67.1283212152122,297.270703275021,571.238028580445,424.824678602816,895.551826060222,1722.49683013591,1281.21893876073,374695.845181761,510930.38238487,444314.296658189,367201.928278126,500711.774737172,435428.010725026,86626.6818392617,118123.016964323,102721.910873,4144037.35238652,9821766.21061461,6232551.88609291,217123.133371657,514602.662465,326548.98576882,9.18356769345862e-10,2.40858507253446e-09,1.51082964739381e-09
2023,"Hunan","a7",15.4207644508722,30.2667210887401,22.1769010001044,1491866.81596402,2027291.32882039,1759816.17623144,375293409.532692,461498496.4371,418434127.47369,46.3822486590459,91.1190851070428,66.8854373534399,294.322502141591,577.674155573773,423.270909356761,885.256987341619,1739.10944603272,1276.5832291528,376734.044435359,511942.254752625,444398.024300869,369199.363546652,501703.409657572,435510.063814851,87097.8972010996,118356.953760769,102741.268034166,4118713.53945019,9949894.83648274,6255982.52819334,215796.314825853,521315.847303229,327776.613320687,9.06005476759449e-10,2.41865810783334e-09,1.50507953897105e-09
2023,"Hunan","a8",15.4207644508722,30.2667210887401,22.1769010001044,1491866.81596402,2027291.32882039,1759816.17623144,375293409.532692,461498496.4371,418434127.47369,46.3822486590459,91.1190851070428,66.8854373534399,294.322502141591,577.674155573773,423.270909356761,885.256987341619,1739.10944603272,1276.5832291528,376734.044435359,511942.254752625,444398.024300869,369199.363546652,501703.409657572,435510.063814851,87097.8972010996,118356.953760769,102741.268034166,4118713.53945019,9949894.83648274,6255982.52819334,215796.314825853,521315.847303229,327776.613320687,9.06005476759449e-10,2.41865810783334e-09,1.50507953897105e-09
2023,"Shaanxi","a1",5.89420318783259,11.7618551806913,8.48590664946449,508926.538033734,689648.288167445,598911.80220029,173611210.118895,206715211.031314,190094407.436705,30.8525526514595,61.2286669352209,44.322758158738,112.497446926226,224.488134660036,161.963000340693,588.855404851161,1168.61745165617,845.949312348038,133226.842417208,180536.201090954,156783.19429327,121236.426599659,164287.942992768,142672.706806875,37115.1331216403,50294.8581171245,43677.6029653848,2835456.31170729,6700100.74584655,4288866.8335102,148561.199281127,351045.790406837,224711.344594718,1.70893995027158e-09,4.59582061875186e-09,2.82700951199084e-09
2023,"Shaanxi","a2",5.89420318783259,11.7618551806913,8.48590664946449,508926.538033734,689648.288167445,598911.80220029,173611210.118895,206715211.031314,190094407.436705,30.8525526514595,61.2286669352209,44.322758158738,112.497446926226,224.488134660036,161.963000340693,588.855404851161,1168.61745165617,845.949312348038,133226.842417208,180536.201090954,156783.19429327,121236.426599659,164287.942992768,142672.706806875,37115.1331216403,50294.8581171245,43677.6029653848,2835456.31170729,6700100.74584655,4288866.8335102,148561.199281127,351045.790406837,224711.344594718,1.70893995027158e-09,4.59582061875186e-09,2.82700951199084e-09
2023,"Shaanxi","a3",6.05916731859634,11.5599888002866,8.58006235158383,508173.028642278,696805.428860842,598019.873384513,173473184.808916,208026231.934272,189931026.923239,31.8872292179969,60.3527768671184,44.7994387370205,115.645971494167,220.635289467553,163.760067011865,608.603362025446,1151.90011204138,855.047293253548,133029.588649811,182409.79813111,156549.70507448,121056.925671328,165992.916299311,142460.231617777,37060.1809835962,50816.8160221535,43612.556137879,2874319.85426055,6523810.22233389,4239584.96529751,150597.419859165,341809.205985908,222129.265155067,1.74810945161385e-09,4.53679346675212e-09,2.86167506452387e-09
2023,"Shaanxi","a4",6.05916731859634,11.5599888002866,8.58006235158383,508173.028642278,696805.428860842,598019.873384513,173473184.808916,208026231.934272,189931026.923239,31.8872292179969,60.3527768671184,44.7994387370205,115.645971494167,220.635289467553,163.760067011865,608.603362025446,1151.90011204138,855.047293253548,133029.588649811,182409.79813111,156549.70507448,121056.925671328,165992.916299311,142460.231617777,37060.1809835962,50816.8160221535,43612.556137879,2874319.85426055,6523810.22233389,4239584.96529751,150597.419859165,341809.205985908,222129.265155067,1.74810945161385e-09,4.53679346675212e-09,2.86167506452387e-09
2023,"Shaanxi","a5",5.89420318783259,11.7618551806913,8.48590664946449,508926.538033734,689648.288167445,598911.80220029,173645561.204586,206749562.117005,190128758.522396,30.8525526514595,61.2286669352209,44.322758158738,112.497446926226,224.488134660036,161.963000340693,588.855404851161,1168.61745165617,845.949312348038,133226.842417208,180536.201090954,156783.19429327,121236.426599659,164287.942992768,142672.706806875,37115.1331216403,50294.8581171245,43677.6029653848,2836017.3411631,6701214.1411004,4289641.85490142,148590.593918048,351104.125756072,224751.951147841,1.70893995027158e-09,4.59582061875186e-09,2.82700951199084e-09
2023,"Shaanxi","a6",5.89420318783259,11.7618551806913,8.48590664946449,508926.538033734,689648.288167445,598911.80220029,173645561.204586,206749562.117005,190128758.522396,30.8525526514595,61.2286669352209,44.322758158738,112.497446926226,224.488134660036,161.963000340693,588.855404851161,1168.61745165617,845.949312348038,133226.842417208,180536.201090954,156783.19429327,121236.426599659,164287.942992768,142672.706806875,37115.1331216403,50294.8581171245,43677.6029653848,2836017.3411631,6701214.1411004,4289641.85490142,148590.593918048,351104.125756072,224751.951147841,1.70893995027158e-09,4.59582061875186e-09,2.82700951199084e-09
2023,"Shaanxi","a7",6.05916731859634,11.5599888002866,8.58006235158383,508173.028642278,696805.428860842,598019.873384513,173507535.894607,208060583.019963,189965378.00893,31.8872292179969,60.3527768671184,44.7994387370205,115.645971494167,220.635289467553,163.760067011865,608.603362025446,1151.90011204138,855.047293253548,133029.588649811,182409.79813111,156549.70507448,121056.925671328,165992.916299311,142460.231617777,37060.1809835962,50816.8160221535,43612.556137879,2874889.02584593,6524887.49014717,4240351.74020942,150627.241095687,341865.648470184,222169.439641276,1.74810945161385e-09,4.53679346675212e-09,2.86167506452387e-09
2023,"Shaanxi","a8",6.05916731859634,11.5599888002866,8.58006235158383,508173.028642278,696805.428860842,598019.873384513,173507535.894607,208060583.019963,189965378.00893,31.8872292179969,60.3527768671184,44.7994387370205,115.645971494167,220.635289467553,163.760067011865,608.603362025446,1151.90011204138,855.047293253548,133029.588649811,182409.79813111,156549.70507448,121056.925671328,165992.916299311,142460.231617777,37060.1809835962,50816.8160221535,43612.556137879,2874889.02584593,6524887.49014717,4240351.74020942,150627.241095687,341865.648470184,222169.439641276,1.74810945161385e-09,4.53679346675212e-09,2.86167506452387e-09
2023,"Shandong","a1",7.04262877404515,13.507593677319,10.1648544520448,1896547.24841231,2586722.29589205,2240708.17454789,475977663.72323,574003687.974449,524859070.570496,86.9073073342784,167.253438974522,125.964781416066,134.41643110722,257.807502454627,194.00759318788,1658.72296606971,3192.21857046023,2404.17845471974,548135.042893731,747607.599968801,647603.518655459,400138.581312424,545753.547977225,472750.568618485,106554.163528284,145330.431788335,125890.238405509,2845846.79777937,6604780.49062795,4166712.82774564,149105.599512444,346051.570826521,218311.194637038,1.16247222925376e-09,3.05131812211006e-09,1.94509105938138e-09
2023,"Shandong","a2",7.04262877404515,13.507593677319,10.1648544520448,1896547.24841231,2586722.29589205,2240708.17454789,475977663.72323,574003687.974449,524859070.570496,86.9073073342784,167.253438974522,125.964781416066,134.41643110722,257.807502454627,194.00759318788,1658.72296606971,3192.21857046023,2404.17845471974,548135.042893731,747607.599968801,647603.518655459,400138.581312424,545753.547977225,472750.568618485,106554.163528284,145330.431788335,125890.238405509,2845846.79777937,6604780.49062795,4166712.82774564,149105.599512444,346051.570826521,218311.194637038,1.16247222925376e-09,3.05131812211006e-09,1.94509105938138e-09
2023,"Shandong","a3",7.10237076817379,13.645658789044,10.2751814122763,1894803.28198885,2605467.07177309,2239470.79314611,475729967.004051,576666021.047498,524683324.461242,87.6749657985755,169.79510098317,127.381187654351,135.556673748945,260.442629219635,196.113306370417,1673.37458471818,3240.72902688843,2431.2121487645,547631.006355158,753025.165252337,647245.893972863,399770.634639265,549708.370634206,472489.50260019,106456.181849405,146383.573974063,125820.718312961,2801788.53364683,6577316.74937097,4119001.66832303,146797.206140009,344612.632648903,215811.411080632,1.16430326427664e-09,3.10053848326207e-09,1.9680493741331e-09
2023,"Shandong","a4",7.10237076817379,13.645658789044,10.2751814122763,1894803.28198885,2605467.07177309,2239470.79314611,475729967.004051,576666021.047498,524683324.461242,87.6749657985755,169.79510098317,127.381187654351,135.556673748945,260.442629219635,196.113306370417,1673.37458471818,3240.72902688843,2431.2121487645,547631.006355158,753025.165252337,647245.893972863,399770.634639265,549708.370634206,472489.50260019,106456.181849405,146383.573974063,125820.718312961,2801788.53364683,6577316.74937097,4119001.66832303,146797.206140009,344612.632648903,215811.411080632,1.16430326427664e-09,3.10053848326207e-09,1.9680493741331e-09
2023,"Shandong","a5",7.04262877404515,13.507593677319,10.1648544520448,1896547.24841231,2586722.29589205,2240708.17454789,476012014.808921,574038039.06014,524893421.656187,86.9073073342784,167.253438974522,125.964781416066,134.41643110722,257.807502454627,194.00759318788,1658.72296606971,3192.21857046023,2404.17845471974,548135.042893731,747607.599968801,647603.518655459,400138.581312424,545753.547977225,472750.568618485,106554.163528284,145330.431788335,125890.238405509,2846052.18121365,6605175.75181765,4166985.53163402,149116.360393923,346072.280183293,218325.482713543,1.16247222925376e-09,3.05131812211006e-09,1.94509105938138e-09
